x y z risk twi slope
540.315 4289.35 48.084 0.545453 9.81809 2.04548
541.395 4289.35 34.7485 0.45231 13.3896 0.60661
542.475 4289.35 32.0723 0.53536 10.4451 0.205639
543.555 4289.35 31.8123 0.363186 17.6691 0.54143
544.635 4289.35 34.4995 0.491075 11.8314 0.292105
545.715 4289.35 35.5961 0.529107 10.4451 0.18365
546.795 4289.35 36.9668 0.526416 10.4451 0.41365
547.875 4289.35 36.4586 0.444551 13.3355 0.666527
548.955 4289.35 40.6716 0.520427 10.4451 0.365519
550.035 4289.35 39.9517 0.519572 10.4451 0.0940605
551.115 4289.35 43.36 0.499915 11.1383 0.640855
552.195 4289.35 47.4674 0.520031 10.4451 1.01593
553.275 4289.35 42.5902 0.421236 13.664 0.584252
554.355 4289.35 43.5013 0.45783 12.2369 0.49139
555.435 4289.35 45.116 0.356131 15.545 0.704746
556.515 4289.35 47.916 0.506357 10.4451 0.526836
557.595 4289.35 47.9018 0.507595 10.4451 1.10734
558.675 4289.35 47.4595 0.500799 10.4451 0.38752
559.755 4289.35 46.2696 0.446223 12.2369 0.286244
560.835 4289.35 46.9469 0.498922 10.4451 0.859634
561.915 4289.35 73.0091 0.547408 9.05606 5.13957
562.995 4289.35 110.609 0.495782 9.77946 4.10765
564.075 4289.35 111.221 0.536214 8.74502 5.94544
565.155 4289.35 127.663 0.535687 8.42552 9.11294
566.235 4289.35 73.3694 0.526574 9.8074 5.25222
567.315 4289.35 69.7791 0.426217 12.391 0.553462
568.395 4289.35 71.4116 0.340909 15.2814 0.394079
569.475 4289.35 77.0267 0.480999 10.4451 0.712318
570.555 4289.35 84.2024 0.463446 10.9203 1.60872
571.635 4289.35 105.762 0.48348 9.48568 3.70701
572.715 4289.35 111.016 0.480164 10.1045 2.66613
573.795 4289.35 120.756 0.478666 9.47412 3.7434
574.875 4289.35 113.86 0.482993 9.14449 4.32187
575.955 4289.35 100.065 0.448325 10.2666 5.35993
577.035 4289.35 96.8109 0.290746 18.9366 0.232178
578.115 4289.35 100.123 0.461159 10.4451 0.342528
579.195 4289.35 103.18 0.288791 18.9229 0.164463
580.275 4289.35 102.727 0.299889 18.9215 2.68282
581.355 4289.35 111.152 0.335909 14.604 0.685773
582.435 4289.35 136.221 0.394414 12.8449 2.26076
583.515 4289.35 234.092 0.467531 9.02458 7.73467
584.595 4289.35 340.332 0.527516 8.3621 14.4616
585.675 4289.35 396.849 0.453402 10.4924 7.6144
586.755 4289.35 439.925 0.556285 8.36897 11.1322
587.835 4289.35 473.04 0.508359 8.48973 3.64349
588.915 4289.35 437.135 0.476563 9.19606 9.11571
589.995 4289.35 412.653 0.490475 8.60286 16.1562
591.075 4289.35 369.241 0.50645 9.22517 5.1176
592.155 4289.35 295.711 0.435485 10.2381 6.57919
593.235 4289.35 244.964 0.44473 10.1991 1.63814
594.315 4289.35 283.465 0.512891 7.94235 6.66692
595.395 4289.35 364.167 0.464148 7.87259 14.2416
596.475 4289.35 351.454 0.439235 9.71648 4.42527
597.555 4289.35 443.564 0.533061 7.75443 16.247
598.635 4289.35 494.249 0.510917 8.0401 19.7876
599.715 4289.35 453.465 0.469671 7.59573 14.5037
600.795 4289.35 530.397 0.523814 7.1002 19.2455
601.875 4289.35 554.044 0.454113 9.2772 11.9986
602.955 4289.35 431.961 0.280528 14.417 8.89708
604.035 4289.35 630.033 0.444272 8.15055 12.445
605.115 4289.35 485.088 0.429733 9.02615 9.23547

456.075 4288.27 -120 -0.06 0 0
457.155 4288.27 -120 -0.06 0 0
458.235 4288.27 -120 -0.06 0 0
459.315 4288.27 -120 -0.06 0 0
460.395 4288.27 -120 -0.06 0 0
461.475 4288.27 -120 -0.06 0 0
462.555 4288.27 -120 -0.06 0 0
463.635 4288.27 -120 -0.06 0 0
464.715 4288.27 -120 -0.06 0 0
465.795 4288.27 -120 -0.06 0 0
466.875 4288.27 -120 -0.06 0 0
467.955 4288.27 -120 -0.06 0 0
469.035 4288.27 -120 -0.06 0 0
470.115 4288.27 -120 -0.06 0 0
471.195 4288.27 -120 -0.06 0 0
472.275 4288.27 -120 -0.06 0 0
473.355 4288.27 -120 -0.06 0 0
474.435 4288.27 -120 -0.06 0 0
475.515 4288.27 -120 -0.06 0 0
476.595 4288.27 -120 -0.06 0 0
477.675 4288.27 2.46617 0.447855 9.27842 9.31955
478.755 4288.27 -120 -0.06 0 0
479.835 4288.27 1.91058 0.493439 9.03144 1.19841
480.915 4288.27 -120 -0.06 0 0
481.995 4288.27 87.1723 0.497845 8.26948 5.14636
483.075 4288.27 150.432 0.497347 7.28016 19.031
484.155 4288.27 154.466 0.598344 7.61294 14.2222
485.235 4288.27 12.9814 0.50485 8.92432 5.06407
486.315 4288.27 4.34545 0.382858 12.8863 3.69851
487.395 4288.27 62.6213 0.510222 8.17915 4.82443
488.475 4288.27 3.31352 0.482235 9.54723 1.32298
489.555 4288.27 -120 -0.06 0 0
490.635 4288.27 -120 -0.06 0 0
491.715 4288.27 22.252 0.550864 8.70152 6.02386
492.795 4288.27 24.028 0.508649 9.31574 3.91041
493.875 4288.27 15.9688 0.465135 10.1882 2.06205
494.955 4288.27 45.8028 0.569793 8.58386 8.89136
496.035 4288.27 11.2363 0.394851 13.1532 0.624847
497.115 4288.27 16.0056 0.483764 9.98272 1.21286
498.195 4288.27 86.4537 0.577116 8.20106 7.89765
499.275 4288.27 104.717 0.541784 9.20625 6.49853
500.355 4288.27 78.0123 0.408298 12.7862 3.1563
501.435 4288.27 169.36 0.467146 8.79192 11.6446
502.515 4288.27 298.368 0.545457 7.5517 7.38047
503.595 4288.27 328.978 0.429006 10.224 10.968
504.675 4288.27 539.977 0.493447 7.71961 19.2125
505.755 4288.27 392.047 0.506295 8.86443 6.13713
506.835 4288.27 425.83 0.456066 9.91196 22.8043
507.915 4288.27 510.886 0.536284 10.2774 11.2275
508.995 4288.27 734.946 0.531274 7.75968 13.403
510.075 4288.27 691.222 0.500109 7.878 12.382
511.155 4288.27 439.624 0.51737 8.15035 10.268
512.235 4288.27 248.059 0.4142 11.8239 16.352
513.315 4288.27 210.777 0.620743 8.99571 16.529
514.395 4288.27 343.451 0.665457 8.00758 16.0889
515.475 4288.27 288.235 0.493832 11.9838 7.88916
516.555 4288.27 362.545 0.509747 8.34737 9.83087
517.635 4288.27 331.489 0.499588 9.56339 5.00743
518.715 4288.27 322.997 0.533857 9.16126 2.97728
519.795 4288.27 322.316 0.487514 10.5128 2.96306
520.875 4288.27 328.598 0.499513 10.4103 1.75504
521.955 4288.27 300.856 0.509442 9.61546 14.7504
523.035 4288.27 282.892 0.646604 8.12223 12.5411
524.115 4288.27 231.145 0.618926 7.95488 5.91292
525.195 4288.27 229.44 0.650633 7.86992 12.2877
526.275 4288.27 344.203 0.55153 9.11967 1.89904
527.355 4288.27 189.318 0.488201 12.7748 17.1941
528.435 4288.27 248.033 0.584073 8.56245 9.8978
529.515 4288.27 189.834 0.615199 8.98162 7.67592
530.595 4288.27 208.155 0.665338 8.41606 12.4066
531.675 4288.27 254.921 0.687441 7.92518 12.818
532.755 4288.27 189.698 0.564459 10.599 5.84897
533.835 4288.27 186.971 0.625914 8.90154 8.53091
534.915 4288.27 135.314 0.58728 8.52034 10.0543
535.995 4288.27 77.9405 0.58688 8.94989 6.29062
537.075 4288.27 89.6267 0.574582 9.80048 2.55585
538.155 4288.27 46.6503 0.460519 13.4149 0.485095
539.235 4288.27 55.8503 0.58325 9.33837 1.33676
540.315 4288.27 34.1215 0.546379 10.5749 1.84351
541.395 4288.27 32.3282 0.541449 10.4451 0.2329
542.475 4288.27 31.4916 0.539907 10.4451 0.0940117
543.555 4288.27 32.28 0.538305 10.4451 0.129145
544.635 4288.27 32.8966 0.53582 10.4451 0.1887
545.715 4288.27 34.5008 0.535603 10.4451 0.400534
546.795 4288.27 33.8391 0.530435 10.4451 0.219961
547.875 4288.27 35.5776 0.374849 15.797 0.3999
548.955 4288.27 36.4803 0.523456 10.4451 0.496316
550.035 4288.27 36.6844 0.419047 14.0005 0.30453
551.115 4288.27 41.7208 0.520973 10.4451 0.281371
552.195 4288.27 41.8006 0.520016 10.4451 0.647416
553.275 4288.27 41.6454 0.482277 11.5437 0.0205972
554.355 4288.27 42.3761 0.357101 15.7484 0.21408
555.435 4288.27 43.5128 0.355625 15.7026 0.380498
556.515 4288.27 46.1693 0.50499 10.4451 0.287466
557.595 4288.27 46.1969 0.434521 12.843 0.200146
558.675 4288.27 44.8621 0.441866 12.5246 0.651209
559.755 4288.27 44.8768 0.325538 19.8944 0.266597
560.835 4288.27 46.946 0.465683 11.5437 0.65252
561.915 4288.27 50.9309 0.377167 14.2953 0.889233
562.995 4288.27 56.0199 0.474313 11.1248 1.06339
564.075 4288.27 135.708 0.551205 8.6292 10.785
565.155 4288.27 188.362 0.594029 8.29517 12.543
566.235 4288.27 87.4727 0.489356 8.85825 14.4642
567.315 4288.27 73.7897 0.47553 10.4291 1.29408
568.395 4288.27 78.3533 0.500615 8.98396 4.14061
569.475 4288.27 79.0455 0.449048 11.3468 0.538892
570.555 4288.27 99.1253 0.477574 9.75286 5.08484
571.635 4288.27 114.454 0.45795 10.8673 0.736387
572.715 4288.27 104.797 0.320527 15.3483 1.94911
573.795 4288.27 127.22 0.476793 9.84726 3.71969
574.875 4288.27 132.12 0.46149 10.7524 1.61657
575.955 4288.27 141.685 0.462028 10.1771 4.4866
577.035 4288.27 103.916 0.49578 8.77164 4.11202
578.115 4288.27 99.9074 0.459788 10.4451 0.708904
579.195 4288.27 102.206 0.431427 11.5437 0.291998
580.275 4288.27 105.833 0.460972 10.4451 0.1145
581.355 4288.27 107.726 0.369614 13.3177 1.9678
582.435 4288.27 158.487 0.507865 8.80136 5.18225
583.515 4288.27 249.244 0.454574 9.85622 10.5703
584.595 4288.27 410.511 0.50544 8.20367 10.9499
585.675 4288.27 483.129 0.464723 9.3686 4.53344
586.755 4288.27 441.217 0.44142 10.7796 4.90745
587.835 4288.27 501.601 0.532107 8.72766 6.23281
588.915 4288.27 479.574 0.485475 9.66431 2.88438
589.995 4288.27 450.114 0.516575 8.86973 4.77583
591.075 4288.27 389.194 0.443974 11.9783 8.29646
592.155 4288.27 329.564 0.488753 8.27911 4.18958
593.235 4288.27 274.404 0.310046 14.7154 8.51929
594.315 4288.27 310.613 0.364584 11.4518 9.92264
595.395 4288.27 408.48 0.345265 12.0257 16.679
596.475 4288.27 544.416 0.500351 8.00569 13.992
597.555 4288.27 528.758 0.492157 7.81906 8.52438
598.635 4288.27 532.686 0.426756 8.2535 18.4424
599.715 4288.27 584.328 0.5279 8.10216 10.4589
600.795 4288.27 525.644 0.393145 12.7073 21.0566
601.875 4288.27 614.168 0.446755 9.00135 6.0545
602.955 4288.27 494.054 0.298285 15.4287 14.1233
604.035 4288.27 581.282 0.548279 8.13887 8.7699
605.115 4288.27 512.779 0.407404 10.1282 7.24691

456.075 4287.19 -120 -0.06 0 0
457.155 4287.19 -120 -0.06 0 0
458.235 4287.19 -120 -0.06 0 0
459.315 4287.19 -120 -0.06 0 0
460.395 4287.19 -120 -0.06 0 0
461.475 4287.19 -120 -0.06 0 0
462.555 4287.19 -120 -0.06 0 0
463.635 4287.19 -120 -0.06 0 0
464.715 4287.19 -120 -0.06 0 0
465.795 4287.19 -120 -0.06 0 0
466.875 4287.19 -120 -0.06 0 0
467.955 4287.19 -120 -0.06 0 0
469.035 4287.19 -120 -0.06 0 0
470.115 4287.19 -120 -0.06 0 0
471.195 4287.19 -120 -0.06 0 0
472.275 4287.19 -120 -0.06 0 0
473.355 4287.19 -120 -0.06 0 0
474.435 4287.19 -120 -0.06 0 0
475.515 4287.19 -120 -0.06 0 0
476.595 4287.19 -120 -0.06 0 0
477.675 4287.19 7.88262 0.499565 9.32532 3.18611
478.755 4287.19 59.804 0.472536 8.15925 17.9094
479.835 4287.19 7.16739 0.412746 11.6677 5.27597
480.915 4287.19 6.17139 0.364521 13.741 4.18473
481.995 4287.19 161.31 0.489833 8.58361 5.79802
483.075 4287.19 134.335 0.443747 10.8654 2.46861
484.155 4287.19 260.134 0.529685 7.6265 14.6061
485.235 4287.19 42.1473 0.520103 8.96213 5.86354
486.315 4287.19 66.6563 0.504057 7.93195 7.45573
487.395 4287.19 184.655 0.499553 7.89367 7.79646
488.475 4287.19 77.033 0.462643 9.74614 7.48851
489.555 4287.19 33.2734 0.465675 8.5229 12.0503
490.635 4287.19 1.0371 0.362099 13.8802 0.947522
491.715 4287.19 17.6951 0.47106 10.1422 2.55712
492.795 4287.19 42.9495 0.480797 9.27863 4.14003
493.875 4287.19 21.5687 0.470347 10.303 0.658183
494.955 4287.19 28.0897 0.445732 11.1383 1.1013
496.035 4287.19 40.9601 0.507375 9.07731 4.15619
497.115 4287.19 24.3997 0.458417 10.684 1.54375
498.195 4287.19 30.2626 0.421633 12.5255 2.61448
499.275 4287.19 44.9818 0.51922 9.51447 3.69573
500.355 4287.19 97.9632 0.552547 8.36303 15.6882
501.435 4287.19 317.497 0.605844 7.46263 14.8672
502.515 4287.19 520.034 0.588905 7.43542 14.2111
503.595 4287.19 659.259 0.581747 7.14015 25.5583
504.675 4287.19 654.877 0.56141 7.94724 9.02121
505.755 4287.19 693.153 0.555379 7.50945 24.8477
506.835 4287.19 669.456 0.496487 8.08619 11.5039
507.915 4287.19 664.219 0.507297 8.3541 8.28848
508.995 4287.19 686.654 0.518951 10.8011 12.9406
510.075 4287.19 668.211 0.498667 12.0803 11.499
511.155 4287.19 537.768 0.631038 7.19256 26.3796
512.235 4287.19 559.412 0.561369 7.87825 0.570701
513.315 4287.19 317.296 0.449317 12.4043 13.3748
514.395 4287.19 241.661 0.370015 13.538 6.64843
515.475 4287.19 405.295 0.562227 7.78352 10.6193
516.555 4287.19 403.626 0.457086 10.5973 7.53882
517.635 4287.19 477.88 0.520642 8.38993 8.60842
518.715 4287.19 440.638 0.533064 7.82479 14.7371
519.795 4287.19 377.683 0.508091 9.244 6.72537
520.875 4287.19 366.161 0.527516 10.2999 2.67228
521.955 4287.19 306.891 0.594123 8.58773 14.403
523.035 4287.19 208.629 0.557107 8.04603 7.39053
524.115 4287.19 244.495 0.6516 7.97857 13.1345
525.195 4287.19 185.663 0.563696 9.43809 5.08045
526.275 4287.19 281.57 0.566812 8.86037 2.58797
527.355 4287.19 173.733 0.612498 8.02805 5.87903
528.435 4287.19 87.9035 0.46173 13.3281 2.54236
529.515 4287.19 94.5187 0.48908 12.2564 1.39353
530.595 4287.19 114.352 0.630451 8.30017 6.51515
531.675 4287.19 77.1357 0.530568 10.8393 2.00064
532.755 4287.19 105.213 0.603584 9.39426 5.60071
533.835 4287.19 118.514 0.627767 8.95921 7.25304
534.915 4287.19 87.2909 0.604355 9.28034 4.26657
535.995 4287.19 56.9125 0.486281 13.0899 3.94663
537.075 4287.19 77.1103 0.550651 10.4451 1.76554
538.155 4287.19 52.4924 0.570523 9.6611 3.74158
539.235 4287.19 29.0554 0.435399 14.4154 0.145957
540.315 4287.19 29.3809 0.498103 12.2369 0.239396
541.395 4287.19 30.3057 0.509651 11.8314 0.468515
542.475 4287.19 29.3472 0.470593 13.0101 0.31806
543.555 4287.19 30.5846 0.47724 12.7477 0.170608
544.635 4287.19 34.3274 0.543455 10.4451 1.83251
545.715 4287.19 30.3597 0.367326 16.6084 0.487313
546.795 4287.19 32.0265 0.469406 12.7477 0.311375
547.875 4287.19 36.5815 0.53412 10.4451 0.404056
548.955 4287.19 38.6105 0.534718 10.4451 1.04545
550.035 4287.19 38.7635 0.52733 10.4451 0.295522
551.115 4287.19 39.9975 0.522007 10.4451 0.340944
552.195 4287.19 41.5914 0.518892 10.4451 0.39049
553.275 4287.19 41.4722 0.493818 11.1383 0.477158
554.355 4287.19 43.2064 0.512753 10.4451 0.551196
555.435 4287.19 42.9088 0.435139 13.0101 0.47361
556.515 4287.19 45.3356 0.509118 10.4451 0.265605
557.595 4287.19 44.2379 0.42308 13.3355 0.375973
558.675 4287.19 44.6179 0.502723 10.4451 0.248695
559.755 4287.19 44.5861 0.322891 16.8861 0.598912
560.835 4287.19 49.2738 0.421452 13.0101 0.518172
561.915 4287.19 53.0888 0.460374 11.5437 0.40855
562.995 4287.19 57.873 0.387928 14.0005 0.638101
564.075 4287.19 73.4279 0.461593 11.6831 3.86479
565.155 4287.19 167.852 0.541736 7.40304 17.5847
566.235 4287.19 232.197 0.478095 8.72328 12.16
567.315 4287.19 251.244 0.49994 7.61469 14.8861
568.395 4287.19 134.888 0.521323 10.6027 8.16483
569.475 4287.19 124.473 0.55112 10.0116 10.4933
570.555 4287.19 99.3995 0.446656 11.298 0.995966
571.635 4287.19 118.767 0.498183 10.1717 3.57505
572.715 4287.19 138.182 0.467217 10.4883 2.48378
573.795 4287.19 132.077 0.487231 9.08009 4.62423
574.875 4287.19 131.87 0.514962 9.65425 4.09317
575.955 4287.19 165.15 0.524814 9.02812 4.20305
577.035 4287.19 170.209 0.513357 9.46865 4.762
578.115 4287.19 160.259 0.475001 8.81432 9.58368
579.195 4287.19 102.423 0.415664 12.0546 0.0534218
580.275 4287.19 104.673 0.458732 10.4451 0.381654
581.355 4287.19 104.709 0.433596 11.3477 0.168115
582.435 4287.19 170.537 0.548661 8.05911 6.8076
583.515 4287.19 274.407 0.53676 8.28971 11.1123
584.595 4287.19 327.933 0.465127 10.3227 2.57969
585.675 4287.19 378.396 0.564777 9.24645 12.6266
586.755 4287.19 490.395 0.621497 7.84193 15.6241
587.835 4287.19 500.121 0.534299 8.11972 6.14444
588.915 4287.19 471.932 0.419213 10.8327 3.75283
589.995 4287.19 517.891 0.472409 8.8678 4.10421
591.075 4287.19 548.389 0.477551 8.71033 3.92107
592.155 4287.19 340.05 0.472511 9.14761 6.40746
593.235 4287.19 294.222 0.335009 13.9648 4.76227
594.315 4287.19 375.252 0.531059 8.32078 12.1871
595.395 4287.19 408.025 0.467406 10.2161 8.69104
596.475 4287.19 470.649 0.366422 12.4524 3.59344
597.555 4287.19 667.716 0.621983 7.85407 17.0363
598.635 4287.19 605.093 0.488989 8.82717 15.877
599.715 4287.19 589.34 0.444892 9.6059 4.33594
600.795 4287.19 542.291 0.286038 14.0553 9.50403
601.875 4287.19 699.248 0.590926 7.82941 15.4865
602.955 4287.19 591.164 0.502662 8.41403 8.98631
604.035 4287.19 508.505 0.314303 14.3171 2.58997
605.115 4287.19 609.859 0.461585 8.16456 11.3112

456.075 4286.11 -120 -0.06 0 0
457.155 4286.11 -120 -0.06 0 0
458.235 4286.11 -120 -0.06 0 0
459.315 4286.11 -120 -0.06 0 0
460.395 4286.11 -120 -0.06 0 0
461.475 4286.11 -120 -0.06 0 0
462.555 4286.11 -120 -0.06 0 0
463.635 4286.11 -120 -0.06 0 0
464.715 4286.11 -120 -0.06 0 0
465.795 4286.11 -120 -0.06 0 0
466.875 4286.11 -120 -0.06 0 0
467.955 4286.11 -120 -0.06 0 0
469.035 4286.11 -120 -0.06 0 0
470.115 4286.11 -120 -0.06 0 0
471.195 4286.11 -120 -0.06 0 0
472.275 4286.11 -120 -0.06 0 0
473.355 4286.11 -120 -0.06 0 0
474.435 4286.11 -120 -0.06 0 0
475.515 4286.11 -120 -0.06 0 0
476.595 4286.11 21.7328 0.52742 8.28974 5.87599
477.675 4286.11 116.969 0.481065 10.4451 9.26568
478.755 4286.11 24.7228 0.382543 12.202 5.3892
479.835 4286.11 47.7386 0.437758 10.8078 1.72847
480.915 4286.11 108.777 0.475749 8.35343 11.2945
481.995 4286.11 194.135 0.547668 7.86105 13.8591
483.075 4286.11 168.214 0.501619 9.43411 4.16989
484.155 4286.11 167.795 0.46695 9.30184 7.49957
485.235 4286.11 90.5979 0.463116 9.44335 8.60595
486.315 4286.11 140.011 0.49987 7.82413 10.7228
487.395 4286.11 401.835 0.529635 8.42409 11.9524
488.475 4286.11 110.666 0.484082 10.11 4.87567
489.555 4286.11 56.8163 0.462528 10.594 3.77795
490.635 4286.11 10.3844 0.376126 13.4283 1.07157
491.715 4286.11 52.0576 0.519557 9.30861 5.12707
492.795 4286.11 110.63 0.587628 8.16953 9.13136
493.875 4286.11 76.8001 0.515855 7.96272 7.13084
494.955 4286.11 85.9132 0.440088 9.62016 11.7873
496.035 4286.11 156.347 0.565916 9.21773 9.93985
497.115 4286.11 152.131 0.516253 9.3979 2.59353
498.195 4286.11 44.5423 0.515048 9.13524 4.63792
499.275 4286.11 30.123 0.350065 14.8759 0.951987
500.355 4286.11 106.17 0.603184 7.76206 13.3953
501.435 4286.11 185.958 0.586416 8.90571 10.9502
502.515 4286.11 391.273 0.562948 9.0748 15.8358
503.595 4286.11 679.774 0.569452 7.3123 12.1951
504.675 4286.11 541.643 0.629595 8.44571 14.7354
505.755 4286.11 575.016 0.650978 7.2675 13.0742
506.835 4286.11 661.654 0.600397 8.33718 16.2357
507.915 4286.11 826.97 0.5376 8.0283 6.64744
508.995 4286.11 880.083 0.494639 9.00682 6.9782
510.075 4286.11 905.366 0.498143 8.16042 18.1291
511.155 4286.11 766.416 0.770477 7.28168 25.7136
512.235 4286.11 477.392 0.510123 8.88643 20.4487
513.315 4286.11 478.504 0.509024 7.37109 17.3059
514.395 4286.11 389.423 0.56534 7.89853 16.7575
515.475 4286.11 317.733 0.372313 12.7183 13.1751
516.555 4286.11 433.667 0.662145 7.84536 13.9875
517.635 4286.11 480.544 0.562034 9.4736 5.55384
518.715 4286.11 428.679 0.533412 9.50744 5.48544
519.795 4286.11 356.227 0.630864 8.86894 13.5814
520.875 4286.11 381.55 0.579756 8.49305 8.29531
521.955 4286.11 277.056 0.548614 11.045 9.13676
523.035 4286.11 219.518 0.566397 8.62994 12.1507
524.115 4286.11 124.241 0.37395 15.5691 0.286896
525.195 4286.11 305.268 0.558113 7.46326 18.7465
526.275 4286.11 242.159 0.600497 8.91398 11.9026
527.355 4286.11 155.886 0.576194 10.6467 9.65543
528.435 4286.11 110.415 0.617553 8.37825 8.1938
529.515 4286.11 68.7687 0.516552 11.1383 2.19045
530.595 4286.11 51.7024 0.520883 11.2375 0.369908
531.675 4286.11 49.2374 0.555227 10.0688 3.00558
532.755 4286.11 60.9278 0.580455 9.68826 2.42915
533.835 4286.11 44.7305 0.535787 11.4081 2.35213
534.915 4286.11 38.1876 0.412388 15.6992 2.78136
535.995 4286.11 67.0627 0.561301 8.96364 7.87698
537.075 4286.11 46.3954 0.529068 11.6528 1.48796
538.155 4286.11 41.3959 0.565679 9.91529 2.31978
539.235 4286.11 28.3509 0.43969 14.4705 0.256418
540.315 4286.11 27.357 0.492438 12.6423 0.141056
541.395 4286.11 27.3476 0.379649 16.6677 0.106744
542.475 4286.11 28.1721 0.379514 16.6617 0.453287
543.555 4286.11 29.2262 0.377429 16.6557 0.385383
544.635 4286.11 30.047 0.374407 16.6497 0.649674
545.715 4286.11 30.9381 0.523142 11.1383 0.228661
546.795 4286.11 31.5966 0.394233 15.4423 0.361831
547.875 4286.11 32.0289 0.394704 15.3796 0.366216
548.955 4286.11 34.5821 0.393158 15.2573 0.0730788
550.035 4286.11 36.975 0.530129 10.4451 0.229823
551.115 4286.11 39.225 0.526599 10.4451 0.585726
552.195 4286.11 39.4168 0.488839 11.5437 0.706522
553.275 4286.11 40.2788 0.361485 15.8745 0.292752
554.355 4286.11 41.3257 0.474393 11.8314 0.186081
555.435 4286.11 42.6057 0.51425 10.4451 0.516606
556.515 4286.11 43.9419 0.50552 10.4451 0.712687
557.595 4286.11 42.9948 0.50535 10.4451 0.898248
558.675 4286.11 45.638 0.505478 10.4451 0.412002
559.755 4286.11 48.3408 0.426092 13.0101 0.0801731
560.835 4286.11 53.2403 0.324738 16.8404 0.378072
561.915 4286.11 57.6378 0.493551 10.4451 0.436761
562.995 4286.11 62.8882 0.369553 14.5883 0.952985
564.075 4286.11 73.0059 0.485692 10.4429 2.35428
565.155 4286.11 161.373 0.555079 8.06177 7.63457
566.235 4286.11 223.173 0.497144 9.03185 8.82091
567.315 4286.11 325.561 0.539268 9.00955 7.14551
568.395 4286.11 224.815 0.507389 8.7243 11.2186
569.475 4286.11 164.716 0.460761 9.60263 8.6057
570.555 4286.11 161.489 0.50801 8.30633 10.548
571.635 4286.11 139.314 0.451809 10.8635 2.21087
572.715 4286.11 168.237 0.493393 9.82381 0.709901
573.795 4286.11 157.182 0.436419 11.6304 0.686376
574.875 4286.11 151.222 0.498881 9.11461 1.88034
575.955 4286.11 145.938 0.472181 10.1684 0.784837
577.035 4286.11 168.709 0.493188 9.79735 1.52379
578.115 4286.11 180.255 0.478926 10.1557 1.91356
579.195 4286.11 132.257 0.500202 8.75993 5.37332
580.275 4286.11 101.742 0.430436 11.5437 0.377704
581.355 4286.11 100.088 0.463303 10.4451 0.673689
582.435 4286.11 99.0906 0.387936 12.8988 0.188565
583.515 4286.11 187.223 0.532815 7.99795 6.6336
584.595 4286.11 213.562 0.564278 8.41809 9.66954
585.675 4286.11 230.694 0.487422 11.0381 9.22703
586.755 4286.11 310.864 0.470896 9.41362 11.1527
587.835 4286.11 443.96 0.538772 8.17935 12.6502
588.915 4286.11 432.523 0.563054 9.04506 12.7037
589.995 4286.11 440.051 0.532088 8.58742 13.703
591.075 4286.11 359.054 0.410172 11.3878 3.44114
592.155 4286.11 316.236 0.361831 12.6645 3.62512
593.235 4286.11 359.575 0.51392 8.09097 12.1171
594.315 4286.11 402.744 0.462846 9.20896 4.99452
595.395 4286.11 561.579 0.516002 8.13673 3.26787
596.475 4286.11 532.948 0.423253 10.423 6.34838
597.555 4286.11 583.123 0.402013 10.2295 8.6774
598.635 4286.11 646.025 0.442143 9.58281 4.97913
599.715 4286.11 576.945 0.328339 13.6094 3.84277
600.795 4286.11 615.787 0.442333 9.18614 12.0929
601.875 4286.11 572.74 0.440441 11.7945 10.0803
602.955 4286.11 598.909 0.470783 8.36513 7.94867
604.035 4286.11 570.504 0.449775 8.89813 5.82137
605.115 4286.11 577.056 0.448748 9.20646 3.94367

456.075 4285.03 -120 -0.06 0 0
457.155 4285.03 -120 -0.06 0 0
458.235 4285.03 -120 -0.06 0 0
459.315 4285.03 -120 -0.06 0 0
460.395 4285.03 -120 -0.06 0 0
461.475 4285.03 -120 -0.06 0 0
462.555 4285.03 -120 -0.06 0 0
463.635 4285.03 -120 -0.06 0 0
464.715 4285.03 -120 -0.06 0 0
465.795 4285.03 -120 -0.06 0 0
466.875 4285.03 -120 -0.06 0 0
467.955 4285.03 -120 -0.06 0 0
469.035 4285.03 -120 -0.06 0 0
470.115 4285.03 -120 -0.06 0 0
471.195 4285.03 -120 -0.06 0 0
472.275 4285.03 -120 -0.06 0 0
473.355 4285.03 -120 -0.06 0 0
474.435 4285.03 -120 -0.06 0 0
475.515 4285.03 -120 -0.06 0 0
476.595 4285.03 20.3916 0.490507 8.77724 2.65458
477.675 4285.03 122.402 0.486131 7.91325 14.8539
478.755 4285.03 91.6833 0.436334 10.7858 13.0988
479.835 4285.03 266.367 0.590756 8.23013 14.5241
480.915 4285.03 261.755 0.493783 8.22631 12.0822
481.995 4285.03 112.099 0.502118 10.0129 5.43123
483.075 4285.03 111.223 0.479007 10.3085 3.21329
484.155 4285.03 93.6964 0.509787 9.846 5.26865
485.235 4285.03 106.07 0.530495 8.61423 4.63511
486.315 4285.03 157.493 0.558431 8.72058 9.7008
487.395 4285.03 401.729 0.561267 8.10266 6.36026
488.475 4285.03 314.798 0.47947 7.8794 14.4217
489.555 4285.03 229.935 0.502284 7.4584 14.7437
490.635 4285.03 98.9101 0.472626 7.97534 16.8332
491.715 4285.03 46.9993 0.47436 10.8136 5.3652
492.795 4285.03 143.167 0.503525 9.0002 5.26358
493.875 4285.03 135.843 0.518379 8.71064 8.38089
494.955 4285.03 177.711 0.534647 8.73303 4.57554
