t Tsurf Tprobe theta lnR dTdt dlnR
6.5236111 413.32222 97.171064 0.19021925 6.3255792 0.31950278 0.00037141937
6.5333333 413.86667 97.189946 0.19018431 6.325794 0.31700626 0.00037817251
6.5430556 414.41111 97.208781 0.1901492 6.3260117 0.31448894 0.0003850221
6.5527778 414.95556 97.227561 0.19011394 6.3262325 0.31196461 0.00039197398
6.5625 415.5 97.24599 0.19007835 6.3264602 0.30944194 0.00039903853
6.5722222 416.04444 97.26398 0.19004237 6.3266944 0.30692736 0.00040623155
6.5819444 416.58889 97.28165 0.19000607 6.3269341 0.30442623 0.00041357577
6.5916667 417.13333 97.299085 0.1899695 6.3271788 0.30194355 0.00042110352
6.6013889 417.67778 97.316339 0.18993268 6.3274281 0.29948449 0.00042886138
6.6111111 418.22222 97.333419 0.18989561 6.3276819 0.29705503 0.00043691851
6.6208333 418.76667 97.35036 0.1898583 6.3279401 0.29466261 0.0004453826
6.6305556 419.31111 97.367194 0.18982075 6.3282026 0.29231725 0.00045443345
6.6402778 419.85556 97.383941 0.18978299 6.3284693 0.29012807 0.00046421549
6.65 420.4 97.400613 0.189745 6.3287404 0.28844032 0.0004751983
6.6597222 420.94444 97.417225 0.18970681 6.3290159 0.28722762 0.00048973344
6.6694444 421.48889 97.433787 0.18966842 6.329296 0.28647506 0.00053488452
6.6791667 422.03333 97.450309 0.18962984 6.329581 0.27950601 0.00099433582
6.6888889 422.57778 97.466802 0.18959108 6.3298714 0.25055849 0.0010981509
6.6986111 423.12222 97.483276 0.18955215 6.330168 0.22191906 0.0011476413
6.7083333 423.66667 97.499744 0.18951305 6.3304722 0.19612504 0.0011619384
6.7180556 424.21111 97.516222 0.1894738 6.3307861 0.17851433 0.0011640548
6.7277778 424.75556 97.532729 0.18943442 6.3311142 0.16864095 0.0011623823
6.7375 425.3 97.549298 0.18939493 6.3314678 0.16326848 0.0011590049
6.7472222 425.84444 97.565986 0.18935536 6.3318916 0.16022853 0.0011543745
6.7569444 426.38889 97.582633 0.18931562 6.3359253 0.15846615 0.0011485572
6.7666667 426.93333 97.582134 0.18926547 6.3378781 0.15753032 0.001141549
6.7763889 427.47778 97.568939 0.18920722 6.3388956 0.15724203 0.0011333467
6.7861111 428.02222 97.558146 0.18915007 6.3394667 0.15752806 0.0011239468
6.7958333 428.56667 97.552237 0.18909571 6.3398008 0.1583441 0.0011133123
6.8055556 429.11111 97.555087 0.18904662 6.3400671 0.15964016 0.001101294
6.8152778 429.65556 97.564181 0.18900143 6.3403124 0.16134499 0.0010874147
6.825 430.2 97.576616 0.18895846 6.3405479 0.16335608 0.0010700055
6.8347222 430.74444 97.590776 0.18891672 6.3407759 0.16551663 0.0010357685
6.8444444 431.28889 97.605929 0.18887575 6.340997 0.17168706 0.00057796022
6.8541667 431.83333 97.621781 0.18883534 6.3412114 0.20098909 0.00045767346
6.8638889 432.37778 97.638221 0.18879541 6.3414199 0.23236401 0.0003979279
6.8736111 432.92222 97.655207 0.18875592 6.3416236 0.26129134 0.00037672199
6.8833333 433.46667 97.672711 0.18871682 6.341824 0.28265112 0.00037037768
6.8930556 434.01111 97.690694 0.18867806 6.3420224 0.29580333 0.00036880065
6.9027778 434.55556 97.709102 0.1886396 6.3422207 0.30391382 0.00036944116
6.9125 435.1 97.727867 0.18860138 6.3424205 0.30929999 0.00037171551
6.9222222 435.64444 97.746908 0.18856333 6.3426234 0.31311083 0.00037549679
6.9319444 436.18889 97.766139 0.18852537 6.3428307 0.3158364 0.00038073327
6.9416667 436.73333 97.785473 0.18848744 6.3430437 0.3176641 0.00038738546
6.9513889 437.27778 97.80483 0.18844948 6.3432632 0.31861322 0.00039547437
6.9611111 437.82222 97.824135 0.18841142 6.3434899 0.31822401 0.00040534515
6.9708333 438.36667 97.843327 0.18837321 6.3437243 0.31653654 0.00041679012
6.9805556 438.91111 97.862353 0.18833481 6.3439667 0.31374632 0.000429518
6.9902778 439.45556 97.881177 0.18829618 6.344217 0.31000201 0.00044325271
7 440 97.899769 0.1882573 6.3444754 0.30544131 0.00045773507
7.0097222 440 97.918114 0.18821815 6.3447415 0.30020129 0.00047273209
7.0194444 440 97.936203 0.18817871 6.3450152 0.29441748 0.00048804387
7.0291667 440 97.954027 0.18813898 6.3452971 0.28821989 0.0005035102
7.0388889 440 97.971369 0.18809882 6.3455897 0.28172895 0.00051901397
7.0486111 440 97.987826 0.18805794 6.3458962 0.27505255 0.00053448412
7.0583333 440 98.003564 0.18801642 6.3462152 0.26828458 0.00054990008
7.0680556 440 98.018699 0.18797434 6.3465453 0.2615049 0.00056530117
7.0777778 440 98.033307 0.18793172 6.3468857 0.25478051 0.00058080839
7.0875 440 98.047445 0.18788861 6.3472353 0.24816814 0.00059667763
7.0972222 440 98.061165 0.18784504 6.3475934 0.24171861 0.00061344297
7.1069444 440 98.074513 0.18780103 6.3479595 0.23548714 0.0006324099
7.1166667 440 98.087534 0.18775662 6.3483329 0.22957509 0.00065895184
7.1263889 440 98.100268 0.18771184 6.3487135 0.22238276 0.0008919192
7.1361111 440 98.112752 0.18766672 6.3491013 0.170507 0.0011383862
7.1458333 440 98.125023 0.1876213 6.3494965 0.102901 0.0012549019
7.1555556 440 98.137114 0.18757559 6.3499 0.054398553 0.0013223915
7.1652778 440 98.149058 0.18752963 6.3503134 0.015472801 0.001336682
7.175 440 98.16089 0.18748346 6.35074 -0.0076277576 0.0013188516
7.1847222 440 98.172652 0.1874371 6.3511873 -0.011984124 0.0012920518
7.1944444 440 98.1844 0.1873906 6.3516772 -0.0046033878 0.0012639582
7.2041667 440 98.196239 0.18734403 6.3523812 0.008278143 0.0012372308
7.2138889 440 98.192978 0.18728831 6.3560773 0.021980792 0.0012135712
7.2236111 440 98.140989 0.1872029 6.3581466 0.034939433 0.0011926553
7.2333333 440 98.096694 0.18712172 6.359373 0.04677955 0.0011739483
7.2430556 440 98.067938 0.18705009 6.3601874 0.057385035 0.0011569247
7.2527778 440 98.048494 0.18698448 6.3604955 0.066758327 0.0011410111
7.2625 440 98.047803 0.18693068 6.36062 0.074950748 0.0011254469
7.2722222 440 98.062788 0.18688701 6.3607064 0.08202374 0.0011088481
7.2819444 440 98.086236 0.18684913 6.3608012 0.088017893 0.0010868131
7.2916667 440 98.112663 0.18681362 6.3609259 0.093604992 0.00090659733
7.3013889 440 98.138639 0.18677832 6.3610885 0.13710512 0.00063149436
7.3111111 440 98.163443 0.18674266 6.3612836 0.20609788 0.00050514757
7.3208333 440 98.186874 0.1867064 6.3615066 0.2565314 0.00043402958
7.3305556 440 98.20891 0.18666943 6.3617537 0.29613909 0.00041318642
7.3402778 440 98.229616 0.18663169 6.3620216 0.3214792 0.00042952426
7.35 440 98.24909 0.18659318 6.3623075 0.32744985 0.00045651138
7.3597222 440 98.267444 0.18655392 6.362609 0.32055356 0.00048511293
7.3694444 440 98.284787 0.18651393 6.362924 0.30731448 0.00051231301
7.3791667 440 98.301222 0.18647324 6.3632507 0.29269348 0.00053617386
7.3888889 440 98.316848 0.1864319 6.3635876 0.27866258 0.00055678631
7.3986111 440 98.331751 0.18638996 6.3639332 0.26565452 0.00057460733
7.4083333 440 98.346012 0.18634745 6.3642865 0.25380549 0.00059002795
7.4180556 440 98.359701 0.18630443 6.3646463 0.24311544 0.00060337997
7.4277778 440 98.372882 0.18626092 6.3650118 0.23352227 0.00061494509
7.4375 440 98.385612 0.18621698 6.3653822 0.22493875 0.00062496409
7.4472222 440 98.397941 0.18617263 6.3657569 0.2172704 0.00063364432
7.4569444 440 98.409912 0.18612792 6.3661353 0.21042382 0.00064116521
7.4666667 440 98.421564 0.18608288 6.3665169 0.20431059 0.00064768257
7.4763889 440 98.432932 0.18603753 6.3669013 0.19884894 0.00065333179
7.4861111 440 98.444045 0.1859919 6.3672881 0.19395145 0.00065823098
7.4958333 440 98.45493 0.18594602 6.3676769 0.18954033 0.00066248548
7.5055556 440 98.46561 0.18589992 6.3680676 0.18557459 0.00066618519
7.5152778 440 98.476105 0.18585361 6.3684598 0.18200189 0.00066940665
7.525 440 98.486432 0.18580711 6.3688534 0.17877538 0.00067221589
7.5347222 440 98.496608 0.18576044 6.3692483 0.17585361 0.00067466997
7.5444444 440 98.506645 0.18571362 6.3696441 0.17320004 0.00067681818
7.5541667 440 98.516556 0.18566667 6.3700409 0.17078258 0.00067870312
7.5638889 440 98.526352 0.18561959 6.3704385 0.16857312 0.00068036158
7.5736111 440 98.536014 0.18557233 6.3708368 0.16654705 0.00068182536
7.5833333 440 98.545567 0.18552491 6.3712358 0.16468287 0.00068312195
7.5930556 440 98.555026 0.18547736 6.3716355 0.16296186 0.00068427515
7.6027778 440 98.564398 0.18542971 6.3720356 0.1613156 0.00068536038
7.6125 440 98.57369 0.18538197 6.3724363 0.15947947 0.00068658027
7.6222222 440 98.582907 0.18533417 6.3728373 0.15754403 0.0006878901
7.6319444 440 98.592054 0.1852863 6.3732388 0.15557727 0.00068925841
7.6416667 440 98.601136 0.18523838 6.3736406 0.15360979 0.00069066987
7.6513889 440 98.610156 0.18519041 6.3740428 0.15166492 0.00069211658
7.6611111 440 98.619118 0.1851424 6.3744452 0.14976898 0.00069359209
7.6708333 440 98.628025 0.18509437 6.374848 0.1479032 0.00069509357
7.6805556 440 98.63688 0.1850463 6.375251 0.14606756 0.00069662153
7.6902778 440 98.645515 0.18499812 6.3756558 0.14426177 0.00069817774
7.7 440 98.65382 0.18494973 6.3760631 0.14248509 0.00069976469
7.7097222 440 98.661922 0.18490123 6.3764722 0.14073659 0.00070138541
7.7194444 440 98.669881 0.18485261 6.3768828 0.13901529 0.00070304345
7.7291667 440 98.67773 0.18480391 6.3772945 0.13732022 0.00070474285
7.7388889 440 98.68549 0.18475513 6.3777074 0.13565055 0.00070648827
7.7486111 440 98.693174 0.18470627 6.3781211 0.13400556 0.00070828511
7.7583333 440 98.700793 0.18465735 6.3785358 0.1323847 0.00071013963
7.7680556 440 98.708355 0.18460837 6.3789513 0.13081375 0.00071202767
7.7777778 440 98.715864 0.18455933 6.3793675 0.12955519 0.00071375818
7.7875 440 98.723327 0.18451025 6.3797846 0.12853712 0.00071538525
7.7972222 440 98.730747 0.18446112 6.3802023 0.12767182 0.00071697108
7.8069444 440 98.738128 0.18441196 6.3806209 0.12691631 0.00071856123
7.8166667 440 98.745473 0.18436276 6.3810402 0.12624668 0.00072019581
7.8263889 440 98.752784 0.18431354 6.3814603 0.12564881 0.00072191536
7.8361111 440 98.760064 0.1842643 6.3818812 0.12511433 0.00072376555
7.8458333 440 98.767316 0.18421504 6.382303 0.12463874 0.00072580253
7.8555556 440 98.774541 0.18416577 6.3827257 0.12422057 0.00072810045
7.8652778 440 98.781744 0.18411649 6.3831494 0.12386114 0.00073076416
7.875 440 98.788925 0.1840672 6.3835743 0.12356484 0.0007339529
7.8847222 440 98.796087 0.18401792 6.3840005 0.12334016 0.00073793054
7.8944444 440 98.803234 0.18396863 6.3844282 0.12320194 0.00074319011
7.9041667 440 98.810368 0.18391935 6.3848575 0.12317662 0.00075084716
7.9138889 440 98.817493 0.18387008 6.3852889 0.1233169 0.00076462922
7.9236111 440 98.824612 0.18382083 6.3857226 0.12352824 0.00089216576
7.9333333 440 98.83173 0.18377159 6.3861594 0.083544856 0.0011922893
7.9430556 440 98.838854 0.18372238 6.3865999 0.015289831 0.0013292574
7.9527778 440 98.84599 0.18367319 6.3870455 -0.026851264 0.0014009461
7.9625 440 98.853149 0.18362405 6.387498 -0.056222047 0.0014366163
7.9722222 440 98.860345 0.18357494 6.3879609 -0.07847753 0.001425289
7.9819444 440 98.867601 0.18352589 6.3884409 -0.082549277 0.0013970398
7.9916667 440 98.874953 0.18347693 6.3889555 -0.073093042 0.0013653841
8.0013889 440 98.882481 0.18342809 6.3895889 -0.05779045 0.0013349811
8.0111111 440 98.882591 0.18337485 6.3927595 -0.041984359 0.0013077585
8.0208333 440 98.82543 0.18328744 6.3952963 -0.026989338 0.0012834215
8.0305556 440 98.774985 0.18320437 6.3967381 -0.013265776 0.0012614792
8.0402778 440 98.748163 0.18313616 6.3977423 -0.00092613451 0.0012414003
8.05 440 98.727434 0.18307247 6.3982943 0.010065122 0.0012226078
8.0597222 440 98.719806 0.18301749 6.3985082 0.019793301 0.0012043739
8.0694444 440 98.729679 0.18297382 6.3986314 0.028346813 0.0011854852
8.0791667 440 98.749681 0.18293697 6.3987468 0.035787938 0.0011627304
8.0888889 440 98.772625 0.18290251 6.3988898 0.042096595 0.0010871612
8.0986111 440 98.795293 0.18286834 6.3990668 0.078132573 0.00074405721
8.1083333 440 98.816895 0.18283382 6.3992743 0.15345534 0.00058460981
8.1180556 440 98.837161 0.18279861 6.3995082 0.20370816 0.0005001754
8.1277778 440 98.856069 0.18276259 6.3997651 0.23777307 0.00045177171
8.1375 440 98.873698 0.1827257 6.4000417 0.26558602 0.00045281023
8.1472222 440 98.890158 0.18268795 6.4003355 0.27536261 0.00047465394
8.1569444 440 98.905565 0.18264938 6.4006442 0.27007695 0.00050133928
8.1666667 440 98.920027 0.18261001 6.4009661 0.25754338 0.000527486
8.1763889 440 98.933644 0.18256989 6.4012995 0.24373609 0.00055065162
8.1861111 440 98.946503 0.18252909 6.401643 0.23032511 0.00057088774
8.1958333 440 98.958684 0.18248764 6.4019954 0.2178692 0.0005885404
8.2055556 440 98.970257 0.1824456 6.4023557 0.20653433 0.00060396171
8.2152778 440 98.981284 0.18240301 6.4027228 0.1963115 0.00061746024
8.225 440 98.991823 0.18235992 6.403096 0.18712444 0.00062929487
8.2347222 440 99.001922 0.18231637 6.4034746 0.17887724 0.00063968153
8.2444444 440 99.011627 0.1822724 6.4038578 0.17147382 0.0006488018
8.2541667 440 99.020976 0.18222806 6.4042452 0.16482493 0.00065681034
8.2638889 440 99.030003 0.18218337 6.4046362 0.15884996 0.00066384048
8.2736111 440 99.038743 0.18213836 6.4050304 0.15347684 0.00067000831
8.2833333 440 99.047223 0.18209307 6.4054274 0.14864127 0.00067541566
8.2930556 440 99.05547 0.18204753 6.4058268 0.14428584 0.00068015229
8.3027778 440 99.063506 0.18200175 6.4062283 0.14035929 0.00068429753
8.3125 440 99.071354 0.18195578 6.4066317 0.13681577 0.00068792165
8.3222222 440 99.07903 0.18190961 6.4070366 0.13361424 0.00069108656
8.3319444 440 99.086552 0.18186329 6.407443 0.13071986 0.00069384444
8.3416667 440 99.093933 0.18181681 6.4078506 0.12810125 0.000696243
8.3513889 440 99.101187 0.18177021 6.4082592 0.12572881 0.00069832598
8.3611111 440 99.108325 0.1817235 6.4086687 0.12357595 0.00070013238
8.3708333 440 99.115357 0.18167668 6.409079 0.12161897 0.00070169678
8.3805556 440 99.122293 0.18162978 6.4094899 0.11983682 0.00070304983
8.3902778 440 99.129142 0.1815828 6.4099015 0.11821082 0.00070421863
8.4 440 99.135909 0.18153576 6.4103135 0.11668642 0.00070525506
8.4097222 440 99.142602 0.18148866 6.4107259 0.11499759 0.00070634173
8.4194444 440 99.149226 0.18144152 6.4111387 0.11325556 0.00070745758
8.4291667 440 99.155788 0.18139434 6.4115518 0.11152135 0.00070857967
8.4388889 440 99.162291 0.18134712 6.4119652 0.1098179 0.00070969942
8.4486111 440 99.168741 0.18129989 6.4123788 0.10815444 0.00071081477
8.4583333 440 99.17514 0.18125263 6.4127926 0.10653416 0.00071192693
8.4680556 440 99.181492 0.18120537 6.4132065 0.10495733 0.00071303884
8.4777778 440 99.187801 0.18115809 6.4136206 0.10342277 0.00071415442
8.4875 440 99.19392 0.18111073 6.4140358 0.10192862 0.00071527812
8.4972222 440 99.199739 0.18106318 6.4144531 0.10047271 0.00071641473
8.5069444 440 99.205396 0.1810155 6.4148717 0.099052816 0.00071756928
8.5166667 440 99.210945 0.18096773 6.4152913 0.097666806 0.00071874704
8.5263889 440 99.216412 0.18091986 6.4157119 0.096312681 0.00071995355
8.5361111 440 99.221813 0.18087192 6.4161332 0.094988635 0.00072119467
8.5458333 440 99.227161 0.18082391 6.4165552 0.09369307 0.00072247676
8.5555556 440 99.232463 0.18077585 6.4169778 0.092424612 0.00072380673
8.5652778 440 99.237724 0.18072774 6.4174009 0.09119623 0.00072517955
8.575 440 99.24295 0.18067958 6.4178246 0.090270527 0.00072643895
8.5847222 440 99.248144 0.1806314 6.4182488 0.089552323 0.00072761574
8.5944444 440 99.253309 0.18058319 6.4186735 0.088957633 0.0007287653
8.6041667 440 99.258448 0.18053496 6.4190987 0.088449828 0.00072992716
8.6138889 440 99.263564 0.18048672 6.4195245 0.088009413 0.00073113521
8.6236111 440 99.268658 0.18043847 6.4199509 0.087625058 0.0007324226
8.6333333 440 99.273734 0.18039021 6.4203778 0.087290046 0.00073382524
8.6430556 440 99.278792 0.18034196 6.4208054 0.087000647 0.00073538525
8.6527778 440 99.283834 0.1802937 6.4212337 0.086755348 0.00073715527
8.6625 440 99.288863 0.18024545 6.4216629 0.086554554 0.00073920488
8.6722222 440 99.29388 0.18019722 6.4220929 0.08640063 0.00074163114
8.6819444 440 99.298888 0.18014899 6.4225239 0.086298284 0.00074457766
8.6916667 440 99.303889 0.18010078 6.4229562 0.086255441 0.00074827289
8.7013889 440 99.308884 0.18005259 6.4233898 0.086285047 0.00075311708
8.7111111 440 99.313876 0.18000443 6.423825 0.086408934 0.00075992202
8.7208333 440 99.318869 0.17995629 6.4242621 0.086667537 0.000770823
8.7305556 440 99.323865 0.17990817 6.4247016 0.087153348 0.00079710462
8.7402778 440 99.328869 0.17986009 6.425144 0.078063498 0.0011781391
8.75 440 99.333886 0.17981204 6.4255901 0.018779914 0.001358638
8.7597222 440 99.338923 0.17976404 6.426041 -0.020689881 0.0014485074
8.7694444 440 99.343988 0.17971607 6.4264985 -0.042329315 0.0014974826
8.7791667 440 99.349093 0.17966816 6.4269654 -0.063366665 0.0015045681
8.7888889 440 99.354257 0.17962031 6.4274471 -0.072509456 0.0014883616
8.7986111 440 99.35951 0.17957253 6.4279554 -0.069164012 0.0014663837
8.8083333 440 99.364909 0.17952487 6.4285279 -0.060354172 0.0014440324
8.8180556 440 99.370608 0.1794774 6.4309841 -0.050694285 0.0014230814
8.8277778 440 99.342479 0.17940978 6.4343301 -0.041282508 0.0014034398
8.8375 440 99.291296 0.1793289 6.4360735 -0.032475283 0.0013847777
8.8472222 440 99.267525 0.17926562 6.4371939 -0.024324532 0.0013667304
8.8569444 440 99.251407 0.17920826 6.4379488 -0.016785163 0.0013489091
8.8666667 440 99.238956 0.17915425 6.4383177 -0.0097990469 0.0013308233
8.8763889 440 99.24098 0.17910985 6.4385547 -0.0033259969 0.0013116635
8.8861111 440 99.252525 0.17907195 6.4387661 0.0026418683 0.0012895562
8.8958333 440 99.266921 0.17903632 6.4389874 0.0080545854 0.0012564103
8.9055556 440 99.281555 0.17900113 6.4392258 0.017660357 0.00089849147
8.9152778 440 99.295742 0.17896574 6.4394795 0.078832021 0.00068553173
8.925 440 99.309298 0.17892988 6.4397461 0.12529192 0.00057758027
8.9347222 440 99.32224 0.17889346 6.4400235 0.15324806 0.00050652866
8.9444444 440 99.334634 0.17885648 6.4403102 0.18369966 0.00047459073
8.9541667 440 99.346551 0.17881893 6.4406052 0.20571393 0.00047292185
8.9638889 440 99.358047 0.17878085 6.4409077 0.212707 0.00048078468
8.9736111 440 99.369161 0.17874224 6.4412174 0.21116697 0.00049102989
8.9833333 440 99.379921 0.17870312 6.4415338 0.2073147 0.00050065446
8.9930556 440 99.390345 0.17866351 6.4418568 0.20289462 0.00050929284
