t Tsurf Tprobe theta lnR dTdt dlnR
3.2180556 37.916485 17.074949 0.14959453 7.7045657 1.9443776 -0.0068326102
3.2277778 39.284332 17.18748 0.14959918 7.7005945 2.0613037 -0.0072059729
3.2375 40.70097 17.306565 0.14960439 7.6963977 2.1836081 -0.0075918937
3.2472222 42.16549 17.432605 0.1496102 7.691965 2.3118973 -0.0079867749
3.2569444 43.676985 17.566029 0.14961668 7.6872858 2.4466257 -0.0083844274
3.2666667 45.234546 17.70729 0.14962388 7.6823505 2.5880759 -0.0087791447
3.2763889 46.837264 17.856858 0.14963185 7.6771498 2.7363176 -0.0091821876
3.2861111 48.484231 18.015218 0.14964068 7.6716762 2.8911461 -0.009599751
3.2958333 50.17454 18.182867 0.14965044 7.6659242 3.05208 -0.010034111
3.3055556 51.90728 18.360307 0.14966119 7.6598929 3.2185359 -0.010487006
3.3152778 53.681545 18.548033 0.14967304 7.6535879 3.3900918 -0.010959988
3.325 55.496426 18.746531 0.14968607 7.6470262 3.5666512 -0.01145452
3.3347222 57.351014 18.956249 0.14970038 7.640244 3.7484629 -0.011972024
3.3444444 59.244401 19.177582 0.14971607 7.6333073 3.9360612 -0.012513916
3.3541667 61.175679 19.410821 0.14973323 7.626192 4.1301871 -0.013081638
3.3638889 63.14394 19.656094 0.14975197 7.6187726 4.3317231 -0.013676708
3.3736111 65.148275 19.913298 0.14977235 7.6110041 4.5416475 -0.014300796
3.3833333 67.187775 20.182159 0.14979445 7.6028568 4.7610097 -0.014955841
3.3930556 69.261533 20.462461 0.14981836 7.5943037 4.9909207 -0.015644251
3.4027778 71.36864 20.754277 0.14984417 7.5853194 5.2325557 -0.016369234
3.4125 73.508188 21.058059 0.14987204 7.5758789 5.487168 -0.017135359
3.4222222 75.679268 21.374614 0.14990216 7.5659578 5.756113 -0.017949507
3.4319444 77.880972 21.705022 0.14993478 7.5555318 6.0408859 -0.018819613
3.4416667 80.112392 22.050561 0.14997018 7.5445771 6.3431786 -0.019737068
3.4513889 82.372619 22.412642 0.15000869 7.5330699 6.6649584 -0.02069509
3.4611111 84.660745 22.792771 0.15005069 7.520987 7.0085038 -0.021691877
3.4708333 86.975862 23.192524 0.15009658 7.5083053 7.376269 -0.022726131
3.4805556 89.317062 23.613539 0.15014684 7.4950023 7.7706296 -0.023796588
3.4902778 91.683435 24.057507 0.150202 7.4810562 8.1937044 -0.024901897
3.5 94.074074 24.526178 0.15026266 7.4664454 8.6473208 -0.026040556
3.5097222 96.48807 25.021367 0.15032949 7.4511496 9.1330659 -0.027210873
3.5194444 98.924516 25.544952 0.15040324 7.4351489 9.6523597 -0.028410943
3.5291667 101.3825 26.098891 0.15048477 7.418425 10.206513 -0.029638622
3.5388889 103.86112 26.685218 0.15057505 7.4009603 10.796758 -0.030891517
3.5486111 106.35946 27.306056 0.15067519 7.3827388 11.424258 -0.032166973
3.5583333 108.87662 27.963613 0.15078641 7.363746 12.09009 -0.033456264
3.5680556 111.41169 28.66019 0.15091013 7.3439692 12.795199 -0.03472912
3.5777778 113.96375 29.398177 0.15104795 7.3233974 13.540133 -0.035953949
3.5875 116.53191 30.180049 0.15120168 7.3020219 14.324069 -0.037107402
3.5972222 119.11524 31.00836 0.15137334 7.2798364 15.143378 -0.03816271
3.6069444 121.71285 31.885732 0.15156526 7.2568369 15.990751 -0.039108579
3.6166667 124.32383 32.814833 0.15178 7.2330221 16.855299 -0.039925067
3.6263889 126.94726 33.798362 0.15202046 7.2083938 17.723468 -0.040610207
3.6361111 129.58225 34.839015 0.15228988 7.1829595 18.580242 -0.041148943
3.6458333 132.22787 35.939451 0.15259183 7.156891 19.410401 -0.041540837
3.6555556 134.88323 37.102192 0.15293023 7.1304711 20.199311 -0.041785348
3.6652778 137.5474 38.329108 0.15330924 7.1039891 20.933683 -0.041872063
3.675 140.2195 39.620139 0.1537329 7.0776552 21.601841 -0.041806972
3.6847222 142.8986 40.972004 0.15420459 7.0516506 22.193633 -0.041592538
3.6944444 145.5838 42.377732 0.15472649 7.0261148 22.700763 -0.041220496
3.7041667 148.27419 43.82718 0.15529925 7.0011508 23.11643 -0.040697533
3.7138889 150.96887 45.308115 0.15592187 6.9767941 23.434834 -0.04002949
3.7236111 153.66692 46.8075 0.15659176 6.9531602 23.65156 -0.03921882
3.7333333 156.36743 48.31257 0.15730498 6.930198 23.763442 -0.038289669
3.7430556 159.0695 49.811556 0.15805657 6.9079701 23.767764 -0.037278059
3.7527778 161.77222 51.294345 0.15884095 6.8864997 23.663458 -0.03621205
3.7625 164.47468 52.752434 0.15965218 6.8657191 23.452907 -0.035115533
3.7722222 167.17597 54.179049 0.16048429 6.8456512 23.1425 -0.033995277
3.7819444 169.87519 55.569306 0.16133163 6.8263299 22.741598 -0.032877386
3.7916667 172.57142 56.919514 0.16218888 6.8076753 22.262543 -0.031767034
3.8013889 175.26375 58.227122 0.16305114 6.7896454 21.719849 -0.030679565
3.8111111 177.95129 59.491003 0.16391424 6.7723096 21.128759 -0.029610639
3.8208333 180.63312 60.710776 0.16477455 6.7556157 20.503055 -0.028561883
3.8305556 183.30833 61.886197 0.16562883 6.7395051 19.854793 -0.027548192
3.8402778 185.97601 63.017804 0.16647439 6.7239364 19.194884 -0.026567256
3.85 188.63526 64.107003 0.16730929 6.7089732 18.533153 -0.025617269
3.8597222 191.28516 65.155086 0.16813188 6.6945729 17.877659 -0.024699992
3.8694444 193.92482 66.162935 0.16894058 6.6806796 17.233428 -0.023813872
3.8791667 196.55331 67.131978 0.1697343 6.6672534 16.604339 -0.022957032
3.8888889 199.16974 68.064256 0.17051249 6.6543001 15.993621 -0.02213178
3.8986111 201.77319 68.961784 0.17127484 6.6418578 15.403644 -0.021345806
3.9083333 204.36276 69.825517 0.17202075 6.6298651 14.836795 -0.020588678
3.9180556 206.93753 70.656651 0.17274985 6.6182849 14.293795 -0.019852926
3.9277778 209.4966 71.456905 0.17346214 6.607082 13.773531 -0.019142483
3.9375 212.03906 72.228484 0.17415803 6.5962688 13.275252 -0.018464611
3.9472222 214.56401 72.973025 0.17483782 6.5858821 12.799195 -0.017814584
3.9569444 217.07052 73.690941 0.17550129 6.5758688 12.345941 -0.017190258
3.9666667 219.55771 74.383192 0.17614848 6.5661976 11.915392 -0.016584719
3.9763889 222.02465 75.051236 0.17677976 6.5568401 11.505242 -0.016001372
3.9861111 224.47043 75.696996 0.17739584 6.5477754 11.11346 -0.015441396
3.9958333 226.89416 76.322207 0.17799742 6.5390654 10.739796 -0.014901719
4.0055556 229.29492 76.926883 0.17858442 6.5306828 10.383813 -0.014380925
4.0152778 231.67181 77.511243 0.17915673 6.5225916 10.044993 -0.013877617
4.025 234.02391 78.076312 0.17971474 6.5147701 9.7225402 -0.01339817
4.0347222 236.35031 78.623505 0.18025904 6.5071948 9.4158045 -0.012934724
4.0444444 238.65012 79.154555 0.18079049 6.4998525 9.1229716 -0.01248515
4.0541667 240.92241 79.670538 0.18130965 6.4928016 8.8429553 -0.012049228
4.0638889 243.16629 80.170759 0.18181615 6.4860194 8.5748338 -0.011625512
4.0736111 245.38084 80.655283 0.1823099 6.4794755 8.3176939 -0.011216638
4.0833333 247.56516 81.124942 0.18279125 6.4731521 8.0717266 -0.010828244
4.0930556 249.71833 81.580945 0.1832608 6.4670301 7.8382361 -0.010456342
4.1027778 251.83945 82.02475 0.1837193 6.4610927 7.6164084 -0.010092726
4.1125 253.92761 82.457561 0.18416743 6.4553636 7.4032948 -0.009736824
4.1222222 255.98191 82.878674 0.18460484 6.4498746 7.1974495 -0.0093885672
4.1319444 258.00142 83.287256 0.18503099 6.4445918 6.9978631 -0.0090508301
4.1416667 259.98526 83.683865 0.18544607 6.4394966 6.805349 -0.0087287808
4.1513889 261.93249 84.069355 0.18585049 6.4345741 6.6216179 -0.0084196257
4.1611111 263.84223 84.44496 0.18624486 6.4298095 6.4469956 -0.0081219837
4.1708333 265.71356 84.811857 0.18662985 6.4251903 6.2811392 -0.0078331614
4.1805556 267.54557 85.170906 0.18700592 6.4207344 6.1211148 -0.0075469251
4.1902778 269.33735 85.520839 0.18737241 6.4164796 5.9641827 -0.0072644717
4.2 271.088 85.860612 0.1877286 6.4123959 5.8103104 -0.0069928601
4.2097222 272.7966 86.190786 0.18807469 6.408467 5.6614905 -0.0067317064
4.2194444 274.46226 86.512133 0.18841103 6.4046807 5.5188278 -0.0064792938
4.2291667 276.08405 86.825765 0.1887382 6.4010248 5.3824566 -0.0062349194
4.2388889 277.66108 87.132663 0.18905672 6.3974894 5.2519734 -0.0059976986
4.2486111 279.19242 87.433626 0.18936705 6.3940657 5.1266449 -0.0057667819
4.2583333 280.67719 87.72867 0.18966921 6.3907917 5.0047381 -0.0055371751
4.2680556 282.11446 88.015572 0.1899619 6.3876777 4.8837157 -0.0053132201
4.2777778 283.50333 88.294175 0.19024488 6.3847002 4.7656939 -0.0050944267
4.2875 284.84289 88.565089 0.19051842 6.3818476 4.6514484 -0.0045298303
4.2972222 286.13223 88.82922 0.19078296 6.3791097 4.5303914 -0.0034706582
4.3069444 287.37044 89.087533 0.19103905 6.3764773 4.336567 -0.0027005465
4.3166667 288.55662 89.340776 0.1912871 6.3739431 4.0563829 -0.0021362627
4.3263889 289.68986 89.589533 0.19152745 6.3715009 3.7322107 -0.0010475878
4.3361111 290.76924 89.834163 0.19176034 6.3691568 3.3596234 -0.00042180211
4.3458333 291.79386 90.072786 0.19198469 6.366955 2.9543161 6.1771009e-06
4.3555556 292.76282 90.304151 0.19219967 6.3648848 2.5617186 0.00034605201
4.3652778 293.6752 90.528925 0.19240561 6.3629774 2.2024551 0.00063807168
4.375 294.53009 90.747248 0.19260257 6.3686135 1.876038 0.00089554095
4.3847222 295.32659 90.926508 0.19277178 6.3741405 1.5758611 0.001124636
4.3944444 296.06379 91.005852 0.19287604 6.3771158 1.2957335 0.0013304638
4.4041667 296.74078 91.010586 0.1929274 6.3821084 1.0312435 0.001515037
4.4138889 297.35665 90.97045 0.19294319 6.3871249 0.779977 0.0016801545
4.4236111 297.9105 90.87395 0.19291726 6.3890213 0.54122754 0.0018241298
4.4333333 298.4014 90.757716 0.19287088 6.3897065 0.31676369 0.0019457781
4.4430556 298.82847 90.658265 0.19282659 6.3898777 0.10602606 0.0020466904
4.4527778 299.19078 90.585734 0.19279207 6.3897701 -0.092133107 0.0019347599
4.4625 299.48744 90.536423 0.1927666 6.3894626 -0.27265624 0.0010993259
4.4722222 299.71752 90.504625 0.19274782 6.3890028 -0.37670927 0.00054840921
4.4819444 299.88013 90.485524 0.1927336 6.38842 -0.37802829 0.00020778612
4.4916667 299.97435 90.476287 0.19272275 6.3877251 -0.32004723 -0.00060815771
4.5013889 300.07778 90.475514 0.19271483 6.3869311 -0.20717295 -0.0010643518
4.5111111 300.62222 90.482413 0.19270968 6.3860497 -0.045835632 -0.00131321
4.5208333 301.16667 90.496358 0.19270722 6.3850885 0.11925242 -0.0014786459
4.5305556 301.71111 90.516835 0.19270738 6.3840567 0.26260072 -0.0016033847
4.5402778 302.25556 90.543393 0.1927101 6.3829657 0.38175505 -0.0015829596
4.55 302.8 90.575543 0.19271527 6.3818269 0.46962636 -0.0014246333
4.5597222 303.34444 90.612734 0.19272271 6.3806506 0.50771029 -0.0013708811
4.5694444 303.88889 90.654381 0.19273221 6.3794461 0.52051729 -0.0013510213
4.5791667 304.43333 90.699905 0.19274354 6.3782214 0.52490728 -0.0013710987
4.5888889 304.97778 90.748769 0.19275644 6.3769842 0.53177144 -0.001404386
4.5986111 305.52222 90.800491 0.19277072 6.375743 0.54729574 -0.001436332
4.6083333 306.06667 90.854656 0.19278616 6.3745112 0.56991606 -0.001461723
4.6180556 306.61111 90.910924 0.19280263 6.3733466 0.59560105 -0.0014794385
4.6277778 307.15556 90.967437 0.19281909 6.3745654 0.62095298 -0.0014899769
4.6375 307.7 90.999375 0.19282133 6.3751294 0.64389212 -0.0014943422
4.6472222 308.24444 91.002458 0.19280597 6.3749376 0.66343175 -0.001493605
4.6569444 308.78889 90.999906 0.19278601 6.3742669 0.67928982 -0.0014887592
4.6666667 309.33333 91.0021 0.19276774 6.373201 0.69157505 -0.0014807042
4.6763889 309.87778 91.01832 0.19275684 6.3719939 0.70058088 -0.0014703024
4.6861111 310.42222 91.050306 0.19275478 6.370749 0.70666328 -0.0014585734
4.6958333 310.96667 91.094303 0.19275974 6.3695055 0.71017 -0.0014476075
4.7055556 311.51111 91.145902 0.19276931 6.3682769 0.7113766 -0.0015080199
4.7152778 312.05556 91.201786 0.19278161 6.3670667 0.71890971 -0.0017619204
4.725 312.6 91.259846 0.19279541 6.3658747 0.76003127 -0.0018816113
4.7347222 313.14444 91.318859 0.19280994 6.3646998 0.81850529 -0.0019504266
4.7444444 313.68889 91.378163 0.19282478 6.3635408 0.87727382 -0.0019661203
4.7541667 314.23333 91.437419 0.19283971 6.3623966 0.92660241 -0.0019542666
4.7638889 314.77778 91.496469 0.19285458 6.3612666 0.95981015 -0.0019325963
4.7736111 315.32222 91.555245 0.19286935 6.3601502 0.97824751 -0.0019077957
4.7833333 315.86667 91.613723 0.19288398 6.3590473 0.98615743 -0.0018818316
4.7930556 316.41111 91.671865 0.19289843 6.357958 0.98734669 -0.0018556437
4.8027778 316.95556 91.729674 0.19291269 6.3568822 0.98458907 -0.0018294903
4.8125 317.5 91.787169 0.19292676 6.3558198 0.97962724 -0.0018033714
4.8222222 318.04444 91.844359 0.19294063 6.354771 0.97346686 -0.0017772165
4.8319444 318.58889 91.901253 0.19295429 6.3537356 0.9666569 -0.0017509533
4.8416667 319.13333 91.957856 0.19296775 6.3527137 0.95948387 -0.0017245293
4.8513889 319.67778 92.01417 0.19298099 6.3517054 0.95209137 -0.0016979138
4.8611111 320.22222 92.070144 0.19299398 6.3507151 0.94454905 -0.0016710943
4.8708333 320.76667 92.125507 0.19300655 6.3497452 0.9369087 -0.001644094
4.8805556 321.31111 92.180157 0.19301862 6.3487942 0.92921387 -0.0016169337
4.8902778 321.85556 92.234133 0.19303021 6.347861 0.92146699 -0.0015896209
4.9 322.4 92.287494 0.19304133 6.346945 0.91366887 -0.0015621635
4.9097222 322.94444 92.340295 0.19305201 6.3460457 0.90582404 -0.0015345675
4.9194444 323.48889 92.39258 0.19306227 6.3451627 0.89794003 -0.0015068342
4.9291667 324.03333 92.444386 0.19307213 6.3442957 0.89002679 -0.0014789563
4.9388889 324.57778 92.495741 0.19308159 6.3434444 0.88209875 -0.0014510058
4.9486111 325.12222 92.546671 0.19309066 6.3426086 0.87432346 -0.0014235329
4.9583333 325.66667 92.597197 0.19309935 6.341788 0.8669604 -0.0013963704
4.9680556 326.21111 92.647336 0.19310767 6.3409826 0.86004452 -0.0013692385
4.9777778 326.75556 92.697105 0.19311563 6.3401921 0.85354387 -0.0013417266
4.9875 327.3 92.746519 0.19312322 6.3394165 0.84743155 -0.00131294
4.9972222 327.84444 92.795593 0.19313045 6.3386557 0.84170147 -0.0012794542
5.0069444 328.38889 92.844339 0.19313732 6.3379098 0.83628616 -0.0010616313
5.0166667 328.93333 92.892772 0.19314385 6.337179 0.81829842 -0.00083715739
5.0263889 329.47778 92.940905 0.19315002 6.3364635 0.77165066 -0.00071686743
5.0361111 330.02222 92.988754 0.19315586 6.3357639 0.7186584 -0.00063678312
5.0458333 330.56667 93.036336 0.19316136 6.3350813 0.66819554 -0.00059890663
5.0555556 331.11111 93.08367 0.19316654 6.3344179 0.62716951 -0.00057896631
5.0652778 331.65556 93.130784 0.19317141 6.3337784 0.59898077 -0.00056523352
5.075 332.2 93.177714 0.19317599 6.3331768 0.58119003 -0.00055353663
5.0847222 332.74444 93.224505 0.1931803 6.3327106 0.57018379 -0.00054234706
5.0944444 333.28889 93.269283 0.19318328 6.3349723 0.56314533 -0.00053114574
5.1041667 333.83333 93.289005 0.19317146 6.3357795 0.55824402 -0.0005198237
5.1138889 334.37778 93.28827 0.19314679 6.3359582 0.55437131 -0.00050843659
5.1236111 334.92222 93.286408 0.19312049 6.3357345 0.55085778 -0.00049711351
5.1333333 335.46667 93.289264 0.19309623 6.3352055 0.54736498 -0.00048608969
5.1430556 336.01111 93.303603 0.19307818 6.3345775 0.54371701 -0.00047574943
5.1527778 336.55556 93.329783 0.19306687 6.3339254 0.53981572 -0.00046689054
5.1625 337.1 93.364434 0.19306053 6.3332762 0.53559719 -0.00046219772
5.1722222 337.64444 93.404203 0.19305727 6.3326399 0.53102202 -0.00060084597
5.1819444 338.18889 93.446732 0.19305573 6.3320194 0.53523011 -0.00081433697
5.1916667 338.73333 93.490553 0.19305503 6.3314153 0.56902551 -0.00090786406
5.2013889 339.27778 93.534782 0.19305464 6.3308272 0.61206354 -0.00095880062
5.2111111 339.82222 93.578925 0.19305422 6.3302544 0.65326722 -0.00096656814
5.2208333 340.36667 93.62275 0.19305363 6.329696 0.68609744 -0.00095401508
5.2305556 340.91111 93.666146 0.19305277 6.329151 0.70609983 -0.00093456356
5.2402778 341.45556 93.709068 0.1930516 6.3286189 0.71493826 -0.0009126343
5.25 342 93.751509 0.1930501 6.3280989 0.7161206 -0.00089017095
5.2597222 342.54444 93.793478 0.19304826 6.3275906 0.71266748 -0.00086791451
5.2694444 343.08889 93.834995 0.19304608 6.3270933 0.70660897 -0.00084611721
5.2791667 343.63333 93.876082 0.19304356 6.3266068 0.69919322 -0.0008248404
5.2888889 344.17778 93.916763 0.19304071 6.3261305 0.69118555 -0.00080409024
5.2986111 344.72222 93.957062 0.19303753 6.3256643 0.68298899 -0.00078382241
5.3083333 345.26667 93.997 0.19303403 6.3252078 0.6748105 -0.00076398488
5.3180556 345.81111 94.036493 0.19303016 6.3247656 0.66675749 -0.00074453081
5.3277778 346.35556 94.075285 0.19302575 6.3243382 0.65888099 -0.0007254203
5.3375 346.9 94.113377 0.19302079 6.323924 0.65120077 -0.00070661993
5.3472222 347.44444 94.150854 0.19301533 6.3235219 0.64371979 -0.00068810159
5.3569444 347.98889 94.187795 0.1930094 6.3231313 0.63643228 -0.00066984142
5.3666667 348.53333 94.224265 0.19300305 6.3227514 0.62932821 -0.00065181889
5.3763889 349.07778 94.260316 0.19299628 6.3223818 0.62239572 -0.00063401616
5.3861111 349.62222 94.295988 0.19298913 6.3220222 0.61562244 -0.00061641706
5.3958333 350.16667 94.331315 0.19298162 6.3216721 0.60900733 -0.00059914741
5.4055556 350.71111 94.366325 0.19297375 6.3213312 0.60276557 -0.00058268173
5.4152778 351.25556 94.40104 0.19296554 6.3209992 0.59703702 -0.00056686784
5.425 351.8 94.435481 0.19295699 6.320676 0.59176077 -0.00055158413
5.4347222 352.34444 94.469664 0.19294812 6.3203612 0.58686886 -0.00053675569
5.4444444 352.88889 94.503604 0.19293893 6.3200547 0.58229952 -0.00052232875
5.4541667 353.43333 94.537312 0.19292942 6.3197563 0.57800282 -0.0005082624
5.4638889 353.97778 94.570801 0.19291961 6.3194658 0.57393929 -0.0004945243
5.4736111 354.52222 94.604081 0.19290949 6.319183 0.57007759 -0.0004810882
5.4833333 355.06667 94.637159 0.19289907 6.3189078 0.5663926 -0.0004679324
5.4930556 355.61111 94.670039 0.19288835 6.3186401 0.56286394 -0.00045503861
5.5027778 356.15556 94.7027 0.19287732 6.3183798 0.55947488 -0.00044239126
5.5125 356.7 94.735156 0.19286598 6.3181269 0.55621153 -0.00042997693
5.5222222 357.24444 94.767422 0.19285434 6.3178811 0.55306225 -0.00041778392
5.5319444 357.78889 94.799509 0.19284242 6.3176424 0.55001721 -0.00040580197
5.5416667 358.33333 94.831424 0.1928302 6.3174107 0.54706803 -0.00039402199
5.5513889 358.87778 94.863175 0.19281769 6.3171857 0.54420751 -0.00038243622
5.5611111 359.42222 94.894766 0.1928049 6.3169673 0.54142946 -0.00037103777
5.5708333 359.96667 94.926204 0.19279183 6.3167556 0.53872851 -0.00035981929
5.5805556 360.51111 94.957493 0.19277849 6.3165502 0.5361192 -0.00034878534
5.5902778 361.05556 94.988639 0.19276486 6.3163512 0.53361155 -0.00033793926
5.6 361.6 95.019645 0.19275097 6.3161584 0.53117373 -0.00032715686
5.6097222 362.14444 95.050515 0.1927368 6.3159718 0.5285419 -0.00031600935
5.6194444 362.68889 95.081252 0.19272238 6.3157912 0.52558176 -0.00030460098
5.6291667 363.23333 95.111862 0.19270769 6.3156165 0.52235734 -0.00029301748
5.6388889 363.77778 95.142346 0.19269274 6.3154477 0.51893614 -0.00028131149
5.6486111 364.32222 95.172709 0.19267754 6.3152846 0.51536863 -0.00026951857
5.6583333 364.86667 95.202952 0.19266208 6.3151272 0.51169136 -0.00025766419
5.6680556 365.41111 95.23308 0.19264638 6.3149754 0.50793106 -0.00024576723
5.6777778 365.95556 95.263095 0.19263044 6.3148291 0.50410767 -0.00023384213
5.6875 366.5 95.292911 0.1926142 6.3146916 0.50023627 -0.00022190009
5.6972222 367.04444 95.322246 0.1925975 6.3145646 0.49632853 -0.00020994994
5.7069444 367.58889 95.351103 0.19258034 6.3144468 0.49239357 -0.00019799869
5.7166667 368.13333 95.379561 0.19256275 6.3143373 0.48843869 -0.00018605192
5.7263889 368.67778 95.407685 0.19254479 6.3142355 0.48446976 -0.00017411405
5.7361111 369.22222 95.435526 0.19252647 6.314141 0.48049158 -0.00016218855
5.7458333 369.76667 95.463121 0.19250782 6.3140535 0.47650369 -0.0001502765
5.7555556 370.31111 95.490497 0.19248886 6.3139727 0.47248028 -0.00013836831
5.7652778 370.85556 95.517677 0.1924696 6.3138983 0.46844053 -0.00012653019
5.775 371.4 95.544678 0.19245005 6.3138303 0.46461346 -0.00011521509
5.7847222 371.94444 95.571514 0.19243021 6.3137683 0.46118221 -0.00010435429
5.7944444 372.48889 95.598197 0.19241009 6.3137123 0.45809061 -9.3850108e-05
5.8041667 373.03333 95.624738 0.19238971 6.3136621 0.45526821 -8.3641814e-05
5.8138889 373.57778 95.651144 0.19236906 6.3136175 0.45266145 -7.3686906e-05
5.8236111 374.12222 95.677424 0.19234814 6.3135785 0.45023142 -6.3953395e-05
5.8333333 374.66667 95.703566 0.19232696 6.313545 0.44794966 -5.4415818e-05
5.8430556 375.21111 95.729562 0.19230551 6.313517 0.44579505 -4.5052913e-05
5.8527778 375.75556 95.755431 0.19228379 6.3134944 0.44375166 -3.5846127e-05
5.8625 376.3 95.781183 0.19226181 6.3134771 0.44180734 -2.677857e-05
5.8722222 376.84444 95.806827 0.19223958 6.313465 0.43995277 -1.7834193e-05
5.8819444 377.38889 95.832369 0.19221709 6.313458 0.43818078 -8.9970668e-06
5.8916667 377.93333 95.857813 0.19219436 6.3134561 0.43648593 -2.5065757e-07
5.9013889 378.47778 95.883165 0.19217138 6.3134591 0.43486421 8.4229989e-06
5.9111111 379.02222 95.90843 0.19214816 6.3134671 0.43331487 1.7043543e-05
5.9208333 379.56667 95.933611 0.1921247 6.31348 0.43186545 2.5624397e-05
5.9305556 380.11111 95.958712 0.19210101 6.3134977 0.43050978 3.4192182e-05
5.9402778 380.65556 95.983738 0.19207708 6.3135202 0.42923836 4.2788322e-05
5.95 381.2 96.008692 0.19205294 6.3135475 0.4280492 5.1469759e-05
5.9597222 381.74444 96.033578 0.19202858 6.3135796 0.42694395 6.0319157e-05
5.9694444 382.28889 96.0584 0.192004 6.3136165 0.42592764 6.9466095e-05
5.9791667 382.83333 96.083162 0.19197921 6.3136583 0.42500952 7.9134988e-05
5.9888889 383.37778 96.107868 0.19195421 6.313705 0.42411928 9.002916e-05
5.9986111 383.92222 96.132522 0.19192902 6.3137567 0.42294428 0.00010357547
6.0083333 384.46667 96.15713 0.19190363 6.3138136 0.42155449 0.00012487729
6.0180556 385.01111 96.181697 0.19187804 6.313876 0.41952671 0.00043075456
6.0277778 385.55556 96.20623 0.19185228 6.3139442 0.39639153 0.00060641792
6.0375 386.1 96.230735 0.19182634 6.3140188 0.3530504 0.00069197107
6.0472222 386.64444 96.255223 0.19180023 6.3141006 0.31079476 0.00073118446
6.0569444 387.18889 96.279705 0.19177396 6.3141913 0.27482196 0.00073875593
6.0666667 387.73333 96.304196 0.19174755 6.314294 0.2512726 0.00073611543
6.0763889 388.27778 96.328479 0.19172085 6.3144197 0.238639 0.0007302571
6.0861111 388.82222 96.352383 0.19169378 6.3145876 0.23297266 0.00072335765
6.0958333 389.36667 96.376075 0.19166643 6.3150184 0.23128384 0.00071611754
6.1055556 389.91111 96.394214 0.19163565 6.3187655 0.23177798 0.00070876052
6.1152778 390.45556 96.383414 0.19158731 6.3200297 0.23344733 0.00070134571
6.125 391 96.364663 0.19153347 6.320724 0.23551255 0.00069441255
6.1347222 391.54444 96.348943 0.19148088 6.3209765 0.23717697 0.00068810374
6.1444444 392.08889 96.342788 0.19143362 6.3210349 0.23836534 0.00068202738
6.1541667 392.63333 96.3491 0.19139369 6.3210362 0.23915458 0.00067551202
6.1638889 393.17778 96.364566 0.19135932 6.3210227 0.2398893 0.00066716028
6.1736111 393.72222 96.385507 0.1913284 6.3210079 0.24056348 0.00065315047
6.1833333 394.26667 96.409491 0.1912995 6.3209965 0.24112872 0.00038975906
6.1930556 394.81111 96.435117 0.19127176 6.32099 0.258197 0.00019636086
6.2027778 395.35556 96.46159 0.19124469 6.3209903 0.29900277 0.00010998127
6.2125 395.9 96.488011 0.19121773 6.321005 0.3397189 7.1013424e-05
6.2222222 396.44444 96.51395 0.19119058 6.3210327 0.3748901 6.8085738e-05
6.2319444 396.98889 96.539434 0.19116324 6.3210721 0.39777412 7.7508965e-05
6.2416667 397.53333 96.564503 0.19113569 6.3211224 0.40897139 9.0945794e-05
6.2513889 398.07778 96.589181 0.19110794 6.3211831 0.41242416 0.00010577331
6.2611111 398.62222 96.613474 0.19107995 6.3212538 0.41132304 0.00012110743
6.2708333 399.16667 96.637354 0.19105169 6.3213342 0.40762397 0.00013661593
6.2805556 399.71111 96.660852 0.19102316 6.321424 0.40243538 0.00015214587
6.2902778 400.25556 96.683983 0.19099432 6.3215227 0.39652344 0.00016718429
6.3 400.8 96.706761 0.19096518 6.3216298 0.39076652 0.00018126754
6.3097222 401.34444 96.729201 0.19093573 6.3217448 0.38530755 0.00019457878
6.3194444 401.88889 96.751319 0.19090596 6.3218674 0.38011831 0.00020719616
6.3291667 402.43333 96.773131 0.19087587 6.3219969 0.37517991 0.00021916015
6.3388889 402.97778 96.794657 0.19084547 6.322133 0.37048666 0.00023049698
6.3486111 403.52222 96.815916 0.19081476 6.3222753 0.36606801 0.00024122288
6.3583333 404.06667 96.836928 0.19078375 6.3224233 0.36193614 0.00025135305
6.3680556 404.61111 96.857711 0.19075244 6.3225768 0.35807453 0.00026091629
6.3777778 405.15556 96.878284 0.19072086 6.3227353 0.35447795 0.00026994605
6.3875 405.7 96.898666 0.190689 6.3228986 0.35114095 0.00027847642
6.3972222 406.24444 96.918872 0.19065687 6.3230664 0.34805587 0.00028654724
6.4069444 406.78889 96.938917 0.19062449 6.3232385 0.34521266 0.0002941968
6.4166667 407.33333 96.958817 0.19059187 6.3234147 0.34259927 0.00030146287
6.4263889 407.87778 96.978584 0.19055902 6.3235948 0.34020211 0.00030838207
6.4361111 408.42222 96.998231 0.19052593 6.3237785 0.33800672 0.0003149893
6.4458333 408.96667 97.017766 0.19049263 6.3239658 0.33599822 0.00032131739
6.4555556 409.51111 97.037202 0.19045912 6.3241566 0.33416182 0.00032739692
6.4652778 410.05556 97.056545 0.19042541 6.3243506 0.33248316 0.00033325617
6.475 410.6 97.075804 0.1903915 6.3245478 0.33080727 0.00033917718
6.4847222 411.14444 97.094986 0.1903574 6.3247482 0.32883397 0.00034536328
6.4944444 411.68889 97.114098 0.19032312 6.3249515 0.32664668 0.00035171548
6.5041667 412.23333 97.133145 0.19028867 6.3251579 0.32433289 0.00035818845
6.5138889 412.77778 97.152132 0.19025404 6.3253671 0.32194524 0.00036475943
