t Tsurf Tprobe theta dTdt dlnR
15.75 59.577276 53.900711 0.13811354 0.077237129 -0.00017720606
15.788889 59.532462 53.917912 0.13812802 0.070190608 -0.00016385911
15.827778 59.485415 53.933468 0.13814177 0.063139643 -0.00015049853
15.866667 59.436141 53.947378 0.1381548 0.056085333 -0.0001371265
15.905556 59.384646 53.959642 0.13816711 0.049028772 -0.00012374519
15.944444 59.330934 53.970259 0.13817869 0.041971048 -0.00011035677
15.983333 59.275011 53.979228 0.13818955 0.034913241 -9.6963372e-05
16.022222 59.216882 53.986551 0.13819967 0.027856423 -8.3567142e-05
16.061111 59.156555 53.992228 0.13820906 0.020801661 -7.0170196e-05
16.1 59.094034 53.996258 0.13821772 0.013750014 -5.6774641e-05
16.138889 59.029327 53.998643 0.13822565 0.0067025335 -4.3382569e-05
16.177778 58.96244 53.999384 0.13823284 -0.00033973689 -2.9996058e-05
16.216667 58.893381 53.998483 0.1382393 -0.0073757609 -1.6617172e-05
16.255556 58.822155 53.99594 0.13824503 -0.01440451 -3.2479584e-06
16.294444 58.748772 53.991758 0.13825002 -0.021424964 1.0109548e-05
16.333333 58.673238 53.985939 0.13825427 -0.028436111 2.345333e-05
16.372222 58.595561 53.978485 0.13825779 -0.035436946 3.6781386e-05
16.411111 58.515749 53.969399 0.13826058 -0.042426474 5.0091729e-05
16.45 58.43381 53.958683 0.13826263 -0.049403708 6.3382389e-05
16.488889 58.349754 53.94634 0.13826396 -0.056367669 7.6651413e-05
16.527778 58.263588 53.932374 0.13826455 -0.063317387 8.9896865e-05
16.566667 58.175322 53.916788 0.13826441 -0.070251903 0.00010311682
16.605556 58.084964 53.899585 0.13826355 -0.077170263 0.00011630939
16.644444 57.992525 53.88077 0.13826196 -0.084071526 0.00012947268
16.683333 57.898013 53.860347 0.13825965 -0.090954758 0.00014260482
16.722222 57.801439 53.838319 0.13825662 -0.097819035 0.00015570396
16.761111 57.702812 53.814692 0.13825287 -0.10466344 0.00016876828
16.8 57.602144 53.789471 0.1382484 -0.11148708 0.00018179597
16.838889 57.499443 53.762659 0.13824322 -0.11828904 0.00019478522
16.877778 57.394721 53.734263 0.13823733 -0.12506845 0.00020773427
16.916667 57.287989 53.704287 0.13823074 -0.13182444 0.00022064136
16.955556 57.179257 53.672738 0.13822344 -0.13855613 0.00023350476
16.994444 57.068538 53.639621 0.13821545 -0.14526267 0.00024632275
17.033333 56.955842 53.604941 0.13820675 -0.15194321 0.00025909364
17.072222 56.841181 53.568706 0.13819737 -0.15859693 0.00027181574
17.111111 56.724567 53.530922 0.13818731 -0.165223 0.00028448741
17.15 56.606012 53.491594 0.13817656 -0.17182061 0.00029710701
17.188889 56.485529 53.450731 0.13816513 -0.17838894 0.00030967292
17.227778 56.363129 53.408338 0.13815303 -0.18492723 0.00032218357
17.266667 56.238827 53.364423 0.13814026 -0.19143467 0.00033463736
17.305556 56.112633 53.318993 0.13812683 -0.19791051 0.00034703276
17.344444 55.984563 53.272055 0.13811275 -0.20435398 0.00035936824
17.383333 55.854628 53.223618 0.13809801 -0.21076434 0.00037164229
17.422222 55.722842 53.173689 0.13808262 -0.21714084 0.00038385342
17.461111 55.589219 53.122276 0.1380666 -0.22348278 0.00039600002
17.5 55.453773 53.069387 0.13804994 -0.22978936 0.00040806937
17.538889 55.316518 53.015031 0.13803265 -0.23605824 0.00042003906
17.577778 55.177469 52.959216 0.13801474 -0.24228253 0.00043188991
17.616667 55.036638 52.901951 0.13799622 -0.24845278 0.00044360834
17.655556 54.894042 52.843252 0.13797709 -0.25456083 0.00045519336
17.694444 54.749694 52.783136 0.13795736 -0.26060267 0.00046666507
17.733333 54.603611 52.721619 0.13793705 -0.26658215 0.00047804753
17.772222 54.455806 52.658716 0.13791615 -0.27251058 0.00048936487
17.811111 54.306296 52.594437 0.13789468 -0.27840233 0.00050063895
17.85 54.155095 52.528789 0.13787265 -0.28427176 0.00051188832
17.888889 54.00222 52.461775 0.13785006 -0.29013171 0.00052312794
17.927778 53.847686 52.393395 0.13782691 -0.29599298 0.00053436912
17.966667 53.69151 52.323648 0.13780321 -0.30186415 0.00054561961
18.005556 53.533707 52.25253 0.13777896 -0.30775152 0.00055688381
18.044444 53.374294 52.180037 0.13775416 -0.31365928 0.00056816303
18.083333 53.213287 52.106162 0.13772883 -0.31958962 0.00057945581
18.122222 53.050704 52.030901 0.13770295 -0.32554295 0.00059075823
18.161111 52.88656 51.954249 0.13767654 -0.33151807 0.00060206429
18.2 52.720873 51.876199 0.13764959 -0.33751238 0.00061336629
18.238889 52.553661 51.796747 0.13762211 -0.34352216 0.00062465516
18.277778 52.38494 51.715891 0.13759411 -0.34954273 0.00063592083
18.316667 52.214728 51.633629 0.13756559 -0.35556867 0.00064715253
18.355556 52.043042 51.549959 0.13753655 -0.36159405 0.00065833911
18.394444 51.869901 51.464883 0.137507 -0.36761262 0.00066946934
18.433333 51.695322 51.378403 0.13747695 -0.37361794 0.00068053204
18.472222 51.519324 51.290523 0.1374464 -0.37960354 0.00069151639
18.511111 51.341924 51.201247 0.13741535 -0.38556309 0.00070241201
18.55 51.163141 51.110584 0.13738383 -0.39149044 0.0007132091
18.588889 50.982994 51.018541 0.13735182 -0.39737973 0.00072389855
18.627778 50.801501 50.925128 0.13731936 -0.40322547 0.00073447197
18.666667 50.618682 50.830356 0.13728643 -0.40902255 0.00074492176
18.705556 50.434554 50.734236 0.13725306 -0.4147663 0.00075524107
18.744444 50.249137 50.636782 0.13721925 -0.42045247 0.00076542387
18.783333 50.062451 50.538007 0.13718501 -0.42607726 0.00077546487
18.822222 49.874514 50.437928 0.13715035 -0.43163731 0.00078535949
18.861111 49.685347 50.336558 0.13711529 -0.43712966 0.00079510387
18.9 49.494968 50.233914 0.13707983 -0.44255176 0.00080469479
18.938889 49.303398 50.130013 0.13704399 -0.44790144 0.00081412961
18.977778 49.110657 50.024873 0.13700777 -0.45317685 0.00082340625
19.016667 48.916763 49.918509 0.1369712 -0.45837648 0.00083252316
19.055556 48.721738 49.810942 0.13693427 -0.4634991 0.00084147919
19.094444 48.525602 49.702188 0.13689701 -0.46854373 0.00085027364
19.133333 48.328374 49.592266 0.13685942 -0.47350964 0.00085890614
19.172222 48.130076 49.481195 0.13682152 -0.47839629 0.00086737667
19.211111 47.930728 49.368992 0.13678331 -0.48320334 0.00087568547
19.25 47.730351 49.255678 0.13674481 -0.48793058 0.00088383304
19.288889 47.528965 49.141269 0.13670603 -0.49257795 0.00089182009
19.327778 47.326592 49.025786 0.13666699 -0.49714551 0.00089964753
19.366667 47.123251 48.909246 0.13662769 -0.50163343 0.00090731642
19.405556 46.918965 48.791668 0.13658814 -0.50604194 0.00091482795
19.444444 46.713755 48.673071 0.13654836 -0.51037136 0.00092218346
19.483333 46.507641 48.553472 0.13650836 -0.51462205 0.00092938435
19.522222 46.300646 48.432892 0.13646815 -0.51879445 0.00093643214
19.561111 46.09279 48.311347 0.13642774 -0.522889 0.00094332841
19.6 45.884095 48.188855 0.13638715 -0.5269062 0.00095007478
19.638889 45.674583 48.065436 0.13634637 -0.53084655 0.00095667294
19.677778 45.464275 47.941106 0.13630544 -0.53471059 0.00096312463
19.716667 45.253194 47.815883 0.13626434 -0.53849886 0.00096943158
19.755556 45.041361 47.689785 0.13622311 -0.54221191 0.00097559559
19.794444 44.828798 47.56283 0.13618174 -0.54585029 0.00098161844
19.833333 44.615528 47.435034 0.13614024 -0.54941455 0.00098750196
19.872222 44.401571 47.306416 0.13609864 -0.55290525 0.00099324796
19.911111 44.186951 47.176991 0.13605693 -0.55632875 0.0010488019
19.95 43.97169 47.046778 0.13601513 -0.56055077 0.0010863602
19.988889 43.75581 46.915792 0.13597325 -0.56579367 0.0011281312
20.027778 43.539333 46.783423 0.13593114 -0.57052535 0.0011343709
20.066667 43.322282 46.648964 0.13588863 -0.57499093 0.0011851609
20.105556 43.104679 46.514202 0.13584617 -0.5789917 0.001109166
20.144444 42.886547 46.378953 0.13580373 -0.58054073 0.0011407027
20.183333 42.667909 46.242935 0.13576125 -0.58222406 0.0011243286
20.222222 42.448787 46.107089 0.13571895 -0.58367688 0.0010987869
20.261111 42.229203 45.970783 0.13567668 -0.58456991 0.0011169885
20.3 42.009182 45.834167 0.1356345 -0.5859179 0.0010974255
20.338889 41.788744 45.697363 0.13559242 -0.58738097 0.0011007129
20.377778 41.567914 45.560215 0.13555042 -0.58919692 0.0011046838
20.416667 41.346714 45.422628 0.13550848 -0.59139261 0.001109065
20.455556 41.125168 45.284303 0.13546653 -0.59375857 0.001130351
20.494444 40.903297 45.145408 0.13542461 -0.59620035 0.0011309644
20.533333 40.681126 45.006041 0.13538276 -0.59816982 0.0011331874
20.572222 40.458676 44.866128 0.13534095 -0.59994649 0.0011590845
20.611111 40.235972 44.725981 0.13529927 -0.60232074 0.0011453254
20.65 40.013036 44.585482 0.13525769 -0.60433794 0.0011754323
20.688889 39.789891 44.443939 0.13521606 -0.60692196 0.0011903803
20.727778 39.566561 44.302085 0.13517454 -0.60944015 0.0011605667
20.766667 39.343068 44.159518 0.13513306 -0.6112106 0.001175561
20.805556 39.119436 44.016598 0.1350917 -0.61256231 0.0011640616
20.844444 38.895688 43.87345 0.13505049 -0.61350238 0.0011658454
20.883333 38.671847 43.730259 0.13500947 -0.61449631 0.0011688513
20.922222 38.447937 43.586937 0.13496863 -0.61610198 0.0012061086
20.961111 38.22398 43.443132 0.13492789 -0.61842214 0.0012124264
21 38 43.298545 0.13488719 -0.6186558 0.001182883
21.038889 38 43.153041 0.1348465 -0.61270315 0.001138714
21.077778 38 43.009003 0.13480636 -0.59882516 0.0010776065
21.116667 38 42.870262 0.13476761 -0.5769412 0.001008537
21.155556 38 42.738652 0.13473061 -0.54901926 0.00097036139
21.194444 38 42.614101 0.13469533 -0.51916557 0.00092454684
21.233333 38 42.496561 0.1346617 -0.49010668 0.00087724646
21.272222 38 42.385774 0.13462966 -0.46283932 0.00084716115
21.311111 38 42.281365 0.13459909 -0.43776089 0.00081440157
21.35 38 42.182356 0.13456975 -0.41514859 0.0007985925
21.388889 38 42.088262 0.13454154 -0.39442335 0.00076259187
21.427778 38 41.998505 0.13451432 -0.37486431 0.00072498521
21.466667 38 41.913295 0.13448811 -0.35687982 0.00068570625
21.505556 38 41.832546 0.1344629 -0.34033791 0.00066627793
21.544444 38 41.755342 0.13443847 -0.32540862 0.00063366669
21.583333 38 41.681088 0.13441469 -0.31230073 0.00062320798
21.622222 38 41.609731 0.13439155 -0.30035879 0.00060377189
21.661111 38 41.541126 0.13436902 -0.28909139 0.00058771206
21.7 38 41.475078 0.13434705 -0.27836058 0.00056019075
21.738889 38 41.411329 0.13432558 -0.26828859 0.00055441869
21.777778 38 41.349982 0.13430463 -0.25899133 0.00053886058
21.816667 38 41.290766 0.13428414 -0.25022698 0.00051801449
21.855556 38 41.233439 0.13426406 -0.24199039 0.00050469671
21.894444 38 41.177839 0.13424435 -0.23426535 0.00050077894
21.933333 38 41.124151 0.13422505 -0.22701583 0.000490168
21.972222 38 41.072137 0.13420612 -0.2201408 0.00045763411
22.011111 38 41.021622 0.1341875 -0.21374289 0.00046703138
22.05 38 40.97243 0.13416917 -0.2078691 0.00045085626
22.088889 38 40.924679 0.13415115 -0.20239746 0.00042958763
22.127778 38 40.878167 0.1341334 -0.19688505 0.00043057353
22.166667 38 40.832739 0.13411587 -0.19171956 0.0004132114
22.205556 38 40.788677 0.13409864 -0.18676069 0.00039119007
22.244444 38 40.745747 0.13408165 -0.18168319 0.00039698231
22.283333 38 40.703875 0.13406489 -0.17703686 0.00039166688
22.322222 38 40.663192 0.13404838 -0.17265377 0.00038428785
22.361111 38 40.623459 0.13403207 -0.16825915 0.00037728979
22.4 38 40.584633 0.13401596 -0.16413912 0.0003784935
22.438889 38 40.546839 0.13400007 -0.1601925 0.00035300832
22.477778 38 40.510002 0.13398438 -0.15569669 0.00035685558
22.516667 38 40.473942 0.13396885 -0.15142445 0.00035119554
22.555556 38 40.439273 0.13395362 -0.14769729 0.00034423604
22.594444 38 40.405534 0.13393859 -0.14420055 0.00034638719
22.633333 38 40.372237 0.13392365 -0.14135509 0.00033065191
22.672222 38 40.339457 0.13390883 -0.13898696 0.00032519937
22.711111 38 40.307328 0.13389414 -0.1364701 0.00033505407
22.75 38 40.275795 0.13387958 -0.13385405 0.00031449005
22.788889 38 40.244869 0.13386516 -0.13088311 0.00032107347
22.827778 38 40.21452 0.13385086 -0.12775395 0.0003173578
22.866667 38 40.185107 0.13383675 -0.12495119 0.00030855645
22.905556 38 40.156559 0.13382283 -0.12228921 0.00030749874
22.944444 38 40.128313 0.13380898 -0.11969758 0.00032213149
22.983333 38 40.100439 0.13379521 -0.11764525 0.00032577701
23.022222 38 40.073367 0.13378161 -0.11499301 0.0003472205
23.061111 38 40.046717 0.1337681 -0.11203813 0.00033529664
23.1 38 40.020944 0.13375478 -0.10991086 0.00030394768
23.138889 38 39.995907 0.13374161 -0.1083165 0.00030454558
23.177778 38 39.970872 0.13372845 -0.10736962 0.00028932315
23.216667 38 39.945759 0.13371528 -0.10676683 0.0002604096
23.255556 38 39.920739 0.13370214 -0.10575126 0.00026637617
23.294444 38 39.896172 0.13368909 -0.1042661 0.00025524016
23.333333 38 39.872107 0.13367616 -0.10193235 0.00026327481
23.372222 38 39.848426 0.1336633 -0.09925536 0.00026096366
23.411111 38 39.825532 0.13365062 -0.097020998 0.00024903109
23.45 38 39.803524 0.13363812 -0.095077328 0.00024359038
23.488889 38 39.781621 0.13362564 -0.093352366 0.00024275999
23.527778 38 39.759806 0.13361319 -0.092171106 0.00024451212
23.566667 38 39.73838 0.13360083 -0.09085171 0.00025973931
23.605556 38 39.717457 0.13358857 -0.089213898 0.00025176485
23.644444 38 39.696807 0.13357638 -0.087783142 0.00025347194
23.683333 38 39.676572 0.13356427 -0.086910443 0.00024471538
23.722222 38 39.656483 0.1335522 -0.086061989 0.0002246366
23.761111 38 39.636388 0.13354014 -0.085259517 0.00023805142
23.8 38 39.616479 0.13352812 -0.08412803 0.00022307385
23.838889 38 39.596941 0.13351618 -0.082709544 0.00022046387
23.877778 38 39.577909 0.13350435 -0.081222528 0.00023048227
23.916667 38 39.559201 0.13349259 -0.079831991 0.00024503574
23.955556 38 39.540705 0.13348087 -0.079210487 0.00024381741
23.994444 38 39.522453 0.13346922 -0.078725033 0.00026146292
