beta_neg beta_pos gamma_neg gamma_pos
0.24749566 4.8703471 0.00056567942 0.0091898161
0.24768987 4.8897543 0.00056794961 0.0092066455
0.24814465 4.9872602 0.00056808379 0.0092129544
0.24848393 5.0071287 0.00056965353 0.0092821898
0.24853714 5.0489648 0.00056989763 0.0092841617
0.24901548 5.0578852 0.00057100997 0.0092992724
0.24906288 5.1210099 0.00057108765 0.0093447172
0.24922594 5.1467079 0.00057163293 0.0093757768
0.24995637 5.1825121 0.00057182154 0.0094666221
0.24999542 5.2108331 0.00057214634 0.0095492823
0.25012238 5.2386535 0.00057541938 0.0096110157
0.25058267 5.3217991 0.00057594632 0.0096132637
0.25058809 5.348854 0.00057665548 0.0097524518
0.2506647 5.3713909 0.00057690665 0.0097534088
0.25073597 5.4029457 0.00057717497 0.0099048915
0.25077949 5.5200424 0.00057721588 0.0099284881
0.2524217 5.5686108 0.00057828708 0.0099713416
0.25286497 5.5818766 0.00057909095 0.0099746865
0.25287536 5.5977583 0.00057920532 0.0099806157
0.25295841 5.6131726 0.00058070093 0.01002598
0.25305152 5.6417278 0.00058116971 0.010032811
0.25319995 5.6857584 0.00058162197 0.010036112
0.25336151 5.7255131 0.00058393804 0.010060606
0.25354985 5.7682859 0.00058458581 0.010087002
0.25379924 5.7761635 0.00058472254 0.010105098
0.25390153 5.7848511 0.00058546963 0.010150501
0.25412927 5.7941506 0.00058595874 0.010198272
0.25414395 5.8068143 0.00058710871 0.010230329
0.25423869 5.8120721 0.00058827527 0.010238816
0.2543292 5.8714427 0.00058834988 0.010257022
0.25464758 5.8744519 0.0005884588 0.010387639
0.25495926 5.9230047 0.00058853375 0.010423807
0.25546435 5.9565522 0.00058880089 0.010432941
0.25593121 6.0150468 0.00058918071 0.010532433
0.25644365 6.0166185 0.00058921886 0.010566582
0.2567991 6.0182264 0.00059065031 0.010608286
0.25734799 6.1283301 0.00059255933 0.010697607
0.25739543 6.133754 0.0005928804 0.0107274
0.25753177 6.1683255 0.0005931951 0.010740845
0.25773722 6.27273 0.0005936969 0.010788943
0.257909 6.299476 0.00059446583 0.010801946
0.25827812 6.3359115 0.00059455128 0.010804509
