t Tsurf Tprobe theta dTdt dlnR
17.694444 31.136197 29.688921 0.1480744 -0.11180363 0.00033500214
17.733333 31.056515 29.662416 0.14806169 -0.11501802 0.00034203823
17.772222 30.975894 29.635181 0.14804883 -0.11827865 0.00034903144
17.811111 30.894343 29.607274 0.14803583 -0.12161817 0.00031852659
17.85 30.81187 29.578541 0.14802267 -0.12504216 0.00029520691
17.888889 30.728484 29.548931 0.14800935 -0.12859718 0.00030182834
17.927778 30.644193 29.518485 0.14799588 -0.13212293 0.00030841603
17.966667 30.559005 29.487238 0.14798225 -0.13553317 0.00031498855
18.005556 30.472931 29.455214 0.14796847 -0.13885436 0.00035072612
18.044444 30.385978 29.422426 0.14795455 -0.14211674 0.00038070907
18.083333 30.298157 29.388883 0.14794048 -0.14533819 0.0003878697
18.122222 30.209475 29.354592 0.14792628 -0.14853896 0.00039490874
18.161111 30.119942 29.319563 0.14791193 -0.15172658 0.00042097093
18.2 30.029567 29.283789 0.14789745 -0.15492011 0.00039283591
18.238889 29.93836 29.247272 0.14788283 -0.15811143 0.00039955688
18.277778 29.846331 29.210002 0.14786807 -0.16126517 0.00040622027
18.316667 29.753488 29.171989 0.14785318 -0.16437596 0.00038258858
18.355556 29.659841 29.133269 0.14783816 -0.16743819 0.00038302659
18.394444 29.5654 29.093847 0.14782301 -0.17045435 0.00038888385
18.433333 29.470176 29.053724 0.14780774 -0.17345795 0.00039478883
18.472222 29.374177 29.012899 0.14779234 -0.17645609 0.00040072269
18.511111 29.277413 28.971374 0.14777682 -0.17944411 0.00040667265
18.55 29.179895 28.929154 0.14776118 -0.18241775 0.00041262954
18.588889 29.081633 28.886241 0.14774542 -0.18537573 0.00044654837
18.627778 28.982637 28.84264 0.14772954 -0.18838314 0.00046902448
18.666667 28.882917 28.798356 0.14771355 -0.19150032 0.00047565035
18.705556 28.782484 28.753343 0.14769743 -0.19455099 0.00048211729
18.744444 28.681348 28.707517 0.14768119 -0.19747906 0.00048322135
18.783333 28.579519 28.661045 0.14766484 -0.20032409 0.00047787385
18.822222 28.477008 28.614011 0.14764839 -0.20310104 0.00048387722
18.861111 28.373826 28.566366 0.14763184 -0.2058157 0.00050330406
18.9 28.269983 28.517976 0.14761518 -0.20856621 0.00052707521
18.938889 28.16549 28.46895 0.14759842 -0.21145951 0.00050662207
18.977778 28.060358 28.419344 0.14758156 -0.21421164 0.00051248476
19.016667 27.954598 28.369005 0.14756459 -0.21679321 0.00053112237
19.055556 27.848221 28.318041 0.14754753 -0.21940503 0.00051493831
