canopy duty lolp
0.210769 0.439744 0
0.210769 0.464103 0
0.210769 0.488462 0
0.210769 0.512821 0
0.210769 0.537179 0
0.210769 0.561538 0
0.210769 0.585897 0
0.210769 0.610256 0
0.210769 0.634615 0
0.210769 0.658974 0
0.210769 0.683333 0
0.210769 0.707692 0
0.210769 0.732051 0
0.210769 0.75641 0
0.210769 0.780769 0
0.210769 0.805128 0
0.210769 0.829487 0
0.210769 0.853846 0
0.210769 0.878205 0
0.210769 0.902564 0
0.210769 0.926923 0
0.210769 0.951282 0
0.210769 0.975641 0
0.210769 1 0

0.218205 0.05 0
0.218205 0.074359 0
0.218205 0.0987179 0
0.218205 0.123077 0
0.218205 0.147436 0
0.218205 0.171795 0
0.218205 0.196154 0
0.218205 0.220513 0
0.218205 0.244872 0
0.218205 0.269231 0
0.218205 0.29359 0
0.218205 0.317949 0
0.218205 0.342308 0
0.218205 0.366667 0
0.218205 0.391026 0
0.218205 0.415385 0
0.218205 0.439744 0
0.218205 0.464103 0
0.218205 0.488462 0
0.218205 0.512821 0
0.218205 0.537179 0
0.218205 0.561538 0
0.218205 0.585897 0
0.218205 0.610256 0
0.218205 0.634615 0
0.218205 0.658974 0
0.218205 0.683333 0
0.218205 0.707692 0
0.218205 0.732051 0
0.218205 0.75641 0
0.218205 0.780769 0
0.218205 0.805128 0
0.218205 0.829487 0
0.218205 0.853846 0
0.218205 0.878205 0
0.218205 0.902564 0
0.218205 0.926923 0
0.218205 0.951282 0
0.218205 0.975641 0
0.218205 1 0

0.225641 0.05 0
0.225641 0.074359 0
0.225641 0.0987179 0
0.225641 0.123077 0
0.225641 0.147436 0
0.225641 0.171795 0
0.225641 0.196154 0
0.225641 0.220513 0
0.225641 0.244872 0
0.225641 0.269231 0
0.225641 0.29359 0
0.225641 0.317949 0
0.225641 0.342308 0
0.225641 0.366667 0
0.225641 0.391026 0
0.225641 0.415385 0
0.225641 0.439744 0
0.225641 0.464103 0
0.225641 0.488462 0
0.225641 0.512821 0
0.225641 0.537179 0
0.225641 0.561538 0
0.225641 0.585897 0
0.225641 0.610256 0
0.225641 0.634615 0
0.225641 0.658974 0
0.225641 0.683333 0
0.225641 0.707692 0
0.225641 0.732051 0
0.225641 0.75641 0
0.225641 0.780769 0
0.225641 0.805128 0
0.225641 0.829487 0
0.225641 0.853846 0
0.225641 0.878205 0
0.225641 0.902564 0
0.225641 0.926923 0
0.225641 0.951282 0
0.225641 0.975641 0
0.225641 1 0

0.233077 0.05 0
0.233077 0.074359 0
0.233077 0.0987179 0
0.233077 0.123077 0
0.233077 0.147436 0
0.233077 0.171795 0
0.233077 0.196154 0
0.233077 0.220513 0
0.233077 0.244872 0
0.233077 0.269231 0
0.233077 0.29359 0
0.233077 0.317949 0
0.233077 0.342308 0
0.233077 0.366667 0
0.233077 0.391026 0
0.233077 0.415385 0
0.233077 0.439744 0
0.233077 0.464103 0
0.233077 0.488462 0
0.233077 0.512821 0
0.233077 0.537179 0
0.233077 0.561538 0
0.233077 0.585897 0
0.233077 0.610256 0
0.233077 0.634615 0
0.233077 0.658974 0
0.233077 0.683333 0
0.233077 0.707692 0
0.233077 0.732051 0
0.233077 0.75641 0
0.233077 0.780769 0
0.233077 0.805128 0
0.233077 0.829487 0
0.233077 0.853846 0
0.233077 0.878205 0
0.233077 0.902564 0
0.233077 0.926923 0
0.233077 0.951282 0
0.233077 0.975641 0
0.233077 1 0

0.240513 0.05 0
0.240513 0.074359 0
0.240513 0.0987179 0
0.240513 0.123077 0
0.240513 0.147436 0
0.240513 0.171795 0
0.240513 0.196154 0
0.240513 0.220513 0
0.240513 0.244872 0
0.240513 0.269231 0
0.240513 0.29359 0
0.240513 0.317949 0
0.240513 0.342308 0
0.240513 0.366667 0
0.240513 0.391026 0
0.240513 0.415385 0
0.240513 0.439744 0
0.240513 0.464103 0
0.240513 0.488462 0
0.240513 0.512821 0
0.240513 0.537179 0
0.240513 0.561538 0
0.240513 0.585897 0
0.240513 0.610256 0
0.240513 0.634615 0
0.240513 0.658974 0
0.240513 0.683333 0
0.240513 0.707692 0
0.240513 0.732051 0
0.240513 0.75641 0
0.240513 0.780769 0
0.240513 0.805128 0
0.240513 0.829487 0
0.240513 0.853846 0
0.240513 0.878205 0
0.240513 0.902564 0
0.240513 0.926923 0
0.240513 0.951282 0
0.240513 0.975641 0
0.240513 1 0

0.247949 0.05 0
0.247949 0.074359 0
0.247949 0.0987179 0
0.247949 0.123077 0
0.247949 0.147436 0
0.247949 0.171795 0
0.247949 0.196154 0
0.247949 0.220513 0
0.247949 0.244872 0
0.247949 0.269231 0
0.247949 0.29359 0
0.247949 0.317949 0
0.247949 0.342308 0
0.247949 0.366667 0
0.247949 0.391026 0
0.247949 0.415385 0
0.247949 0.439744 0
0.247949 0.464103 0
0.247949 0.488462 0
0.247949 0.512821 0
0.247949 0.537179 0
0.247949 0.561538 0
0.247949 0.585897 0
0.247949 0.610256 0
0.247949 0.634615 0
0.247949 0.658974 0
0.247949 0.683333 0
0.247949 0.707692 0
0.247949 0.732051 0
0.247949 0.75641 0
0.247949 0.780769 0
0.247949 0.805128 0
0.247949 0.829487 0
0.247949 0.853846 0
0.247949 0.878205 0
0.247949 0.902564 0
0.247949 0.926923 0
0.247949 0.951282 0
0.247949 0.975641 0
0.247949 1 0

0.255385 0.05 0
0.255385 0.074359 0
0.255385 0.0987179 0
0.255385 0.123077 0
0.255385 0.147436 0
0.255385 0.171795 0
0.255385 0.196154 0
0.255385 0.220513 0
0.255385 0.244872 0
0.255385 0.269231 0
0.255385 0.29359 0
0.255385 0.317949 0
0.255385 0.342308 0
0.255385 0.366667 0
0.255385 0.391026 0
0.255385 0.415385 0
0.255385 0.439744 0
0.255385 0.464103 0
0.255385 0.488462 0
0.255385 0.512821 0
0.255385 0.537179 0
0.255385 0.561538 0
0.255385 0.585897 0
0.255385 0.610256 0
0.255385 0.634615 0
0.255385 0.658974 0
0.255385 0.683333 0
0.255385 0.707692 0
0.255385 0.732051 0
0.255385 0.75641 0
0.255385 0.780769 0
0.255385 0.805128 0
0.255385 0.829487 0
0.255385 0.853846 0
0.255385 0.878205 0
0.255385 0.902564 0
0.255385 0.926923 0
0.255385 0.951282 0
0.255385 0.975641 0
0.255385 1 0

0.262821 0.05 0
0.262821 0.074359 0
0.262821 0.0987179 0
0.262821 0.123077 0
0.262821 0.147436 0
0.262821 0.171795 0
0.262821 0.196154 0
0.262821 0.220513 0
0.262821 0.244872 0
0.262821 0.269231 0
0.262821 0.29359 0
0.262821 0.317949 0
0.262821 0.342308 0
0.262821 0.366667 0
0.262821 0.391026 0
0.262821 0.415385 0
0.262821 0.439744 0
0.262821 0.464103 0
0.262821 0.488462 0
0.262821 0.512821 0
0.262821 0.537179 0
0.262821 0.561538 0
0.262821 0.585897 0
0.262821 0.610256 0
0.262821 0.634615 0
0.262821 0.658974 0
0.262821 0.683333 0
0.262821 0.707692 0
0.262821 0.732051 0
0.262821 0.75641 0
0.262821 0.780769 0
0.262821 0.805128 0
0.262821 0.829487 0
0.262821 0.853846 0
0.262821 0.878205 0
0.262821 0.902564 0
0.262821 0.926923 0
0.262821 0.951282 0
0.262821 0.975641 0
0.262821 1 0

0.270256 0.05 0
0.270256 0.074359 0
0.270256 0.0987179 0
0.270256 0.123077 0
0.270256 0.147436 0
0.270256 0.171795 0
0.270256 0.196154 0
0.270256 0.220513 0
0.270256 0.244872 0
0.270256 0.269231 0
0.270256 0.29359 0
0.270256 0.317949 0
0.270256 0.342308 0
0.270256 0.366667 0
0.270256 0.391026 0
0.270256 0.415385 0
0.270256 0.439744 0
0.270256 0.464103 0
0.270256 0.488462 0
0.270256 0.512821 0
0.270256 0.537179 0
0.270256 0.561538 0
0.270256 0.585897 0
0.270256 0.610256 0
0.270256 0.634615 0
0.270256 0.658974 0
0.270256 0.683333 0
0.270256 0.707692 0
0.270256 0.732051 0
0.270256 0.75641 0
0.270256 0.780769 0
0.270256 0.805128 0
0.270256 0.829487 0
0.270256 0.853846 0
0.270256 0.878205 0
0.270256 0.902564 0
0.270256 0.926923 0
0.270256 0.951282 0
0.270256 0.975641 0
0.270256 1 0

0.277692 0.05 0
0.277692 0.074359 0
0.277692 0.0987179 0
0.277692 0.123077 0
0.277692 0.147436 0
0.277692 0.171795 0
0.277692 0.196154 0
0.277692 0.220513 0
0.277692 0.244872 0
0.277692 0.269231 0
0.277692 0.29359 0
0.277692 0.317949 0
0.277692 0.342308 0
0.277692 0.366667 0
0.277692 0.391026 0
0.277692 0.415385 0
0.277692 0.439744 0
0.277692 0.464103 0
0.277692 0.488462 0
0.277692 0.512821 0
0.277692 0.537179 0
0.277692 0.561538 0
0.277692 0.585897 0
0.277692 0.610256 0
0.277692 0.634615 0
0.277692 0.658974 0
0.277692 0.683333 0
0.277692 0.707692 0
0.277692 0.732051 0
0.277692 0.75641 0
0.277692 0.780769 0
0.277692 0.805128 0
0.277692 0.829487 0
0.277692 0.853846 0
0.277692 0.878205 0
0.277692 0.902564 0
0.277692 0.926923 0
0.277692 0.951282 0
0.277692 0.975641 0
0.277692 1 0

0.285128 0.05 0
0.285128 0.074359 0
0.285128 0.0987179 0
0.285128 0.123077 0
0.285128 0.147436 0
0.285128 0.171795 0
0.285128 0.196154 0
0.285128 0.220513 0
0.285128 0.244872 0
0.285128 0.269231 0
0.285128 0.29359 0
0.285128 0.317949 0
0.285128 0.342308 0
0.285128 0.366667 0
0.285128 0.391026 0
0.285128 0.415385 0
0.285128 0.439744 0
0.285128 0.464103 0
0.285128 0.488462 0
0.285128 0.512821 0
0.285128 0.537179 0
0.285128 0.561538 0
0.285128 0.585897 0
0.285128 0.610256 0
0.285128 0.634615 0
0.285128 0.658974 0
0.285128 0.683333 0
0.285128 0.707692 0
0.285128 0.732051 0
0.285128 0.75641 0
0.285128 0.780769 0
0.285128 0.805128 0
0.285128 0.829487 0
0.285128 0.853846 0
0.285128 0.878205 0
0.285128 0.902564 0
0.285128 0.926923 0
0.285128 0.951282 0
0.285128 0.975641 0
0.285128 1 0

0.292564 0.05 0
0.292564 0.074359 0
0.292564 0.0987179 0
0.292564 0.123077 0
0.292564 0.147436 0
0.292564 0.171795 0
0.292564 0.196154 0
0.292564 0.220513 0
0.292564 0.244872 0
0.292564 0.269231 0
0.292564 0.29359 0
0.292564 0.317949 0
0.292564 0.342308 0
0.292564 0.366667 0
0.292564 0.391026 0
0.292564 0.415385 0
0.292564 0.439744 0
0.292564 0.464103 0
0.292564 0.488462 0
0.292564 0.512821 0
0.292564 0.537179 0
0.292564 0.561538 0
0.292564 0.585897 0
0.292564 0.610256 0
0.292564 0.634615 0
0.292564 0.658974 0
0.292564 0.683333 0
0.292564 0.707692 0
0.292564 0.732051 0
0.292564 0.75641 0
0.292564 0.780769 0
0.292564 0.805128 0
0.292564 0.829487 0
0.292564 0.853846 0
0.292564 0.878205 0
0.292564 0.902564 0
0.292564 0.926923 0
0.292564 0.951282 0
0.292564 0.975641 0
0.292564 1 0

0.3 0.05 0
0.3 0.074359 0
0.3 0.0987179 0
0.3 0.123077 0
0.3 0.147436 0
0.3 0.171795 0
0.3 0.196154 0
0.3 0.220513 0
0.3 0.244872 0
0.3 0.269231 0
0.3 0.29359 0
0.3 0.317949 0
0.3 0.342308 0
0.3 0.366667 0
0.3 0.391026 0
0.3 0.415385 0
0.3 0.439744 0
0.3 0.464103 0
0.3 0.488462 0
0.3 0.512821 0
0.3 0.537179 0
0.3 0.561538 0
0.3 0.585897 0
0.3 0.610256 0
0.3 0.634615 0
0.3 0.658974 0
0.3 0.683333 0
0.3 0.707692 0
0.3 0.732051 0
0.3 0.75641 0
0.3 0.780769 0
0.3 0.805128 0
0.3 0.829487 0
0.3 0.853846 0
0.3 0.878205 0
0.3 0.902564 0
0.3 0.926923 0
0.3 0.951282 0
0.3 0.975641 0
0.3 1 0

