canopy duty lolp
0.203333 0.683333 0
0.203333 0.707692 0
0.203333 0.732051 0
0.203333 0.75641 0
0.203333 0.780769 0
0.203333 0.805128 0
0.203333 0.829487 0
0.203333 0.853846 0
0.203333 0.878205 0
0.203333 0.902564 0
0.203333 0.926923 0
0.203333 0.951282 0
0.203333 0.975641 0
0.203333 1 0

0.210769 0.05 0
0.210769 0.074359 0
0.210769 0.0987179 0
0.210769 0.123077 0
0.210769 0.147436 0
0.210769 0.171795 0
0.210769 0.196154 0
0.210769 0.220513 0
0.210769 0.244872 0
0.210769 0.269231 0
0.210769 0.29359 0
0.210769 0.317949 0
0.210769 0.342308 0
0.210769 0.366667 0
0.210769 0.391026 0
0.210769 0.415385 0
