x y lead slope theta0 tamb elev
547.875 4262.355 76.08812 2.316654 0.1145102 31.2432 215.7161
553.815 4262.355 79.30281 0.1360129 0.34 32.28686 52.87463
560.295 4262.355 79.29725 1.54389 0.3178358 32.11759 75.04492
566.775 4262.355 78.40429 0.3565837 0.1311758 32.25218 57.61655
573.255 4262.355 79.57317 0.8070543 0.1914801 32.07524 83.61096
579.735 4262.355 78.99399 0.8517666 0.1334989 31.80614 125.2311
586.215 4262.355 77.53946 4.322845 0.1154516 31.73674 125.7767
592.695 4262.355 78.57351 0.2115827 0.1311758 32.06858 86.81317
599.175 4262.355 78.87207 0.1994605 0.1311758 32.07012 86.88085
456.075 4261.815 75.63735 9.368153 0.08436292 27.79562 738.7761
462.015 4261.815 76.60361 21.31679 0.08 29.11977 449.7093
468.495 4261.815 78.76751 1.226219 0.1311758 32.56055 9.277864
498.195 4261.815 78.54847 0.3407761 0.1311758 32.60868 2.850193
505.215 4261.815 74.56145 9.228694 0.08 31.97087 97.7381
511.695 4261.815 75.60147 14.21157 0.08 31.42295 192.1369
518.175 4261.815 79.82313 11.63877 0.1747147 30.25218 366.4866
524.655 4261.815 74.70241 5.273527 0.08 30.4529 343.8624
531.135 4261.815 74.64554 6.725023 0.08 30.15874 389.6207
537.075 4261.815 79.99366 16.16938 0.1853041 29.44547 466.8135
543.555 4261.815 78.42681 12.40572 0.1149668 27.76376 727.1915
550.035 4261.815 79.24978 1.194577 0.1428003 31.63714 152.7699
556.515 4261.815 79.26089 0.8468373 0.1519702 32.29611 50.41838
562.995 4261.815 79.6555 0.8752165 0.1800414 32.16608 70.21162
569.475 4261.815 79.38082 0.7484492 0.2416235 32.1118 78.40955
575.955 4261.815 79.62556 2.221844 0.1815047 31.925 106.1315
582.435 4261.815 74.81923 8.644969 0.08 31.88321 110.6515
588.915 4261.815 79.77517 1.808874 0.1634397 31.9698 98.15862
594.855 4261.815 79.51958 0.6944891 0.2002533 32.05865 86.80093
601.335 4261.815 78.67571 0.3912175 0.1311758 32.03651 91.12379
458.235 4261.275 76.81227 25.18445 0.08 28.17967 648.3074
464.715 4261.275 79.39176 19.18099 0.1129512 30.59358 237.3773
474.975 4261.275 75.24304 9.954605 0.08 31.81061 121.2281
499.275 4261.275 78.79991 0.211259 0.1311758 32.61052 3.015793
506.295 4261.275 78.63119 14.55997 0.113773 31.84292 76.09233
512.775 4261.275 79.77379 3.748823 0.1590006 31.40008 182.1063
519.255 4261.275 75.26215 13.6589 0.08 30.53423 329.0364
525.195 4261.275 79.19713 2.319167 0.2709887 30.69899 301.4805
531.675 4261.275 75.14854 9.037994 0.08 30.06116 405.7046
538.155 4261.275 74.69525 10.93227 0.08 28.81528 586.5132
544.635 4261.275 74.76762 12.91867 0.08 27.90295 688.4077
551.115 4261.275 78.46176 2.429665 0.1311758 31.66549 147.0826
557.595 4261.275 79.3753 0.2464403 0.2546642 32.23418 61.41157
564.075 4261.275 78.07201 4.000689 0.1208171 31.9597 91.87036
570.555 4261.275 78.31968 1.091605 0.128811 31.9964 95.46224
577.035 4261.275 78.45068 1.425995 0.1013135 31.73405 135.9218
582.975 4261.275 79.93994 9.829824 0.1648982 31.4139 184.7607
589.455 4261.275 74.39234 4.15932 0.08 31.83428 111.7165
595.935 4261.275 79.68222 0.7042999 0.1734872 32.00037 95.36743
602.415 4261.275 79.28016 0.7934126 0.3196438 31.99855 95.48486
459.315 4260.735 76.41538 21.31558 0.08 28.84295 514.1072
465.795 4260.735 75.96996 19.23078 0.08 30.30435 268.5158
475.515 4260.735 75.07459 6.396922 0.08 32.03992 95.62891
499.275 4260.735 78.69231 0.2938944 0.1311758 32.61639 2.516239
507.375 4260.735 75.13702 10.65614 0.08 32.03299 92.66786
513.855 4260.735 76.7772 8.518359 0.08891555 30.91937 248.096
520.335 4260.735 79.52554 8.453102 0.2006153 30.44655 314.1501
526.815 4260.735 78.86502 7.523171 0.1252847 30.41029 316.3851
533.295 4260.735 74.6799 5.143916 0.08451438 30.03775 406.9947
539.775 4260.735 79.49803 9.07747 0.1781292 28.94538 562.9949
546.255 4260.735 74.50254 9.563191 0.08 30.54389 313.0831
552.735 4260.735 75.38358 14.34895 0.08 31.69627 97.89642
559.215 4260.735 77.87646 1.200318 0.13515 32.01691 91.519
565.155 4260.735 74.92623 4.359502 0.08 31.68122 133.0515
571.635 4260.735 79.79718 1.310993 0.160784 31.98907 95.67506
578.115 4260.735 79.54029 4.58322 0.1917578 31.3826 178.6208
584.595 4260.735 75.34196 14.67391 0.08 30.50836 332.0801
591.075 4260.735 79.63461 0.9922283 0.1802991 32.00069 97.25152
597.555 4260.735 78.96139 0.4254476 0.127906 31.98141 99.14011
604.035 4260.735 79.50009 0.2827409 0.2031127 31.98125 99.44749
460.935 4260.195 74.57437 4.257454 0.08 30.46495 335.8142
467.415 4260.195 78.32559 4.347734 0.09108075 32.36301 37.75007
476.595 4260.195 77.78204 4.15214 0.1069771 32.34186 38.67791
500.355 4260.195 78.40048 0.2065767 0.1311758 32.62944 0.7624178
507.915 4260.195 78.88802 5.284717 0.1161294 32.30241 59.0747
514.395 4260.195 74.8459 5.515023 0.08 29.8854 423.6318
520.875 4260.195 78.52023 11.30307 0.08916868 30.7146 303.8229
527.355 4260.195 79.65321 12.514 0.259149 30.73932 297.7227
533.835 4260.195 79.3729 6.362543 0.2245373 30.70294 293.839
540.315 4260.195 78.3821 11.1932 0.1188043 29.2934 521.046
546.795 4260.195 78.06577 7.739731 0.1164773 30.91334 248.8186
552.735 4260.195 78.03672 2.651281 0.117179 32.22385 65.43267
559.215 4260.195 78.50548 1.188868 0.1170343 31.8737 114.21
565.695 4260.195 78.65045 8.05275 0.0969233 31.30865 175.1247
572.175 4260.195 79.29059 1.788233 0.302177 31.9542 100.4358
578.655 4260.195 75.0729 14.70324 0.08 30.51262 263.2781
585.135 4260.195 74.48234 7.677472 0.08 30.27976 354.6575
591.615 4260.195 78.18711 2.808599 0.1019568 31.93748 101.0341
598.095 4260.195 79.5082 2.716251 0.2023177 31.89943 105.2032
604.035 4260.195 78.82944 0.6820013 0.1299577 31.93915 104.8501
460.935 4259.655 77.9553 1.850209 0.102474 30.76447 290.4103
467.415 4259.655 76.14114 6.63017 0.0853309 32.07336 70.30898
477.135 4259.655 75.83692 2.529821 0.08671412 32.19662 67.71478
502.515 4259.655 79.39524 0.5355768 0.2693309 32.63437 0.5707467
509.535 4259.655 79.60529 2.228953 0.1977671 32.50588 23.19738
516.015 4259.655 78.85604 8.929037 0.1081359 31.81001 112.1765
522.495 4259.655 74.29556 3.356858 0.08 31.03152 252.5762
528.975 4259.655 78.80538 1.522165 0.1045602 31.01114 252.4936
534.915 4259.655 74.78737 3.444371 0.08027918 30.82257 283.6543
541.395 4259.655 79.10748 15.63502 0.1066358 29.18834 520.0529
547.875 4259.655 77.8179 2.347242 0.1110124 31.51037 174.8439
554.355 4259.655 78.50384 6.621047 0.1091685 31.80038 112.9052
560.835 4259.655 79.28486 0.810097 0.2952689 31.85925 116.9474
567.315 4259.655 79.36841 8.608171 0.1402418 30.99218 225.6882
573.795 4259.655 79.13028 15.53521 0.1332468 31.33546 174.6678
580.275 4259.655 78.88986 6.869195 0.09316162 31.01377 237.473
586.755 4259.655 74.3587 5.269519 0.08 30.40643 328.0205
592.695 4259.655 78.78152 0.7505217 0.1151481 31.89515 111.4476
599.175 4259.655 78.4453 0.8639346 0.1152651 31.87434 114.3587
456.075 4259.115 78.52087 2.263226 0.09387742 30.04426 402.3259
462.555 4259.115 75.55878 19.04652 0.08 30.67287 273.4359
469.035 4259.115 79.5997 1.367596 0.1989933 32.60487 3.442218
495.495 4259.115 79.31539 0.5698219 0.1519702 32.63208 1.210281
503.595 4259.115 79.99303 0.7124313 0.1519702 32.62569 0.5471697
510.075 4259.115 79.36197 0.429587 0.2814641 32.49217 22.09959
516.555 4259.115 79.75453 8.607545 0.1936997 32.04144 85.5426
522.495 4259.115 75.09718 8.502027 0.08 31.27733 204.7477
528.975 4259.115 79.18394 0.5890439 0.3023742 31.05985 243.2114
535.455 4259.115 74.16657 3.064655 0.08027991 31.01908 253.9739
541.935 4259.115 75.84992 16.92048 0.08 29.54004 471.4355
548.415 4259.115 79.67811 1.734868 0.169897 31.67276 148.8078
554.895 4259.115 78.65596 3.613899 0.1053279 31.90559 105.113
561.375 4259.115 76.60947 6.230558 0.0986038 31.59534 156.8223
567.855 4259.115 74.95849 7.48122 0.08 30.50507 307.4079
574.335 4259.115 76.15509 21.37138 0.08 29.2294 411.7893
580.275 4259.115 74.43485 6.35544 0.08 30.57366 296.7045
586.755 4259.115 74.97002 7.133069 0.08 30.91837 272.2694
593.235 4259.115 78.02172 1.47968 0.09709726 31.79052 125.6374
599.715 4259.115 74.94334 5.421597 0.08592872 31.64701 137.0327
456.615 4258.575 79.76348 9.762333 0.1676397 30.22538 368.2915
463.095 4258.575 77.96882 9.059963 0.09557941 32.29196 54.36227
473.355 4258.575 79.73269 0.8976836 0.1775362 32.57203 8.244338
497.115 4258.575 78.25606 0.5458068 0.1311758 32.61585 2.415897
508.455 4258.575 78.91128 0.6850182 0.1313788 32.54842 11.65397
514.935 4258.575 75.46897 12.70228 0.08 31.51069 171.1253
521.415 4258.575 78.82886 9.581694 0.0998908 31.64923 156.3785
527.895 4258.575 75.61175 2.208957 0.08 30.49254 328.974
534.375 4258.575 79.73935 1.123942 0.1565414 31.11669 235.6345
540.855 4258.575 78.32346 7.445485 0.1423947 30.81298 290.0381
547.335 4258.575 78.64364 3.789779 0.1100587 31.50567 169.0143
553.815 4258.575 76.04255 4.410168 0.09005849 31.82519 113.5928
560.295 4258.575 78.45331 4.955565 0.1123923 31.54106 174.2972
566.235 4258.575 78.33573 7.114303 0.09579202 30.35431 330.4574
572.715 4258.575 74.68378 11.0587 0.08 30.40676 344.214
579.195 4258.575 74.20884 5.756828 0.08 30.0873 373.273
585.675 4258.575 75.48175 15.92164 0.08 29.68991 381.8871
592.155 4258.575 75.23259 6.521881 0.09386093 31.70889 130.6016
598.635 4258.575 75.51816 17.71957 0.08 30.974 218.127
605.115 4258.575 78.98148 1.544278 0.1497171 31.75053 131.6495
462.015 4258.035 75.8312 14.36549 0.08 30.79588 276.3606
468.495 4258.035 78.44898 2.388149 0.09483589 32.61848 3.645623
496.575 4258.035 77.34274 0.1004741 0.1311758 32.62276 1.298319
510.075 4258.035 78.04433 0.4205068 0.1116948 32.52302 17.51522
516.555 4258.035 79.49792 2.727448 0.2260937 32.52819 21.48105
523.035 4258.035 79.65362 4.272574 0.180602 31.77781 139.154
529.515 4258.035 79.21488 0.9989768 0.2938341 31.16957 224.9324
535.995 4258.035 79.56914 1.231152 0.1445101 31.2904 209.1346
542.475 4258.035 75.0952 12.92015 0.08 30.64489 311.7223
548.955 4258.035 78.02736 2.110931 0.1003375 31.88139 117.582
555.435 4258.035 79.34657 2.899811 0.2588361 31.89477 107.5656
561.375 4258.035 79.29227 3.112769 0.300381 31.70816 140.6075
567.855 4258.035 74.51438 8.093164 0.08 29.66917 427.1551
574.335 4258.035 78.47521 14.11185 0.1100249 30.88461 214.1641
580.815 4258.035 76.47637 15.61287 0.08533636 29.1228 469.1896
587.295 4258.035 78.46721 10.24007 0.09026797 31.11576 228.8083
593.775 4258.035 79.92172 12.71856 0.1856293 31.09406 192.7812
600.255 4258.035 74.71018 8.32267 0.08 30.8882 241.4353
457.155 4257.495 74.90985 2.594632 0.1030338 30.08914 396.3587
463.095 4257.495 79.57978 5.027391 0.2081185 32.27377 47.50027
477.675 4257.495 79.38609 3.038483 0.1463784 32.58563 6.745084
508.455 4257.495 78.95884 1.272155 0.1311758 32.59357 8.666913
514.935 4257.495 77.99414 0.6105939 0.08927094 32.59926 6.420571
521.415 4257.495 79.7808 4.115707 0.1694159 32.14231 80.82206
527.895 4257.495 75.02772 8.500072 0.08 30.43095 315.564
534.375 4257.495 79.56806 1.394717 0.1768858 31.27807 210.8611
540.855 4257.495 77.90454 2.798212 0.1025385 31.3263 206.4267
547.335 4257.495 78.99328 2.91592 0.1479582 31.73472 143.8833
553.275 4257.495 78.07834 2.974097 0.09677381 32.04444 93.06694
559.755 4257.495 78.72876 2.960547 0.1296634 31.41487 180.5638
566.235 4257.495 75.0565 12.70129 0.08 29.64989 432.5985
572.715 4257.495 74.98767 10.44424 0.08184223 30.3372 321.0555
579.195 4257.495 75.48297 18.0225 0.08 27.97728 632.4075
585.675 4257.495 74.97675 10.87796 0.08 29.88813 429.1844
592.155 4257.495 78.32117 3.339365 0.1071944 31.19408 211.5723
598.635 4257.495 79.55864 8.005103 0.2048892 31.07791 226.242
605.115 4257.495 75.28965 7.349527 0.08 31.0273 221.6181
461.475 4256.955 75.4751 18.46222 0.08044588 30.58212 252.709
476.055 4256.955 77.72337 1.256297 0.09556706 32.60414 7.017753
507.375 4256.955 79.98267 0.8186765 0.1519702 32.62794 2.428879
513.855 4256.955 78.06542 2.037064 0.1180138 32.57004 13.85195
520.335 4256.955 79.41413 0.2318335 0.2395098 32.3449 43.67057
526.815 4256.955 76.17102 17.07358 0.08 31.04421 233.9607
533.295 4256.955 79.217 1.537527 0.3307617 31.39282 193.994
539.775 4256.955 78.11782 1.489289 0.1163843 31.41819 189.9704
546.255 4256.955 74.13668 2.313333 0.08016143 31.76148 134.8581
552.195 4256.955 76.92033 0.7174196 0.1206858 32.03436 90.14249
558.675 4256.955 76.84533 1.67703 0.1266747 31.37665 189.3603
565.155 4256.955 75.97488 9.138399 0.08164697 29.57968 436.0246
571.635 4256.955 79.95286 15.98726 0.2341464 30.74078 222.6586
578.115 4256.955 74.91037 9.487279 0.08 27.64849 734.1344
584.595 4256.955 78.4758 7.273388 0.0932779 29.07236 522.9141
591.075 4256.955 79.8375 14.84151 0.2386588 30.58407 249.1909
597.555 4256.955 74.3481 7.609218 0.08275922 30.84219 253.8468
603.495 4256.955 78.93296 10.38454 0.1194855 30.63428 284.8927
460.395 4256.415 74.6347 9.723826 0.08 30.40022 353.4331
476.055 4256.415 78.59129 0.7389029 0.1294225 32.62279 2.49549
509.535 4256.415 79.92736 1.34469 0.1519702 32.58363 9.315971
516.015 4256.415 77.97062 0.665787 0.1311758 32.61 4.897096
522.495 4256.415 79.48376 1.352516 0.2149274 32.25669 57.87215
528.975 4256.415 74.98093 14.9942 0.08 30.24457 302.7729
535.455 4256.415 78.06881 1.409487 0.1037332 31.45489 184.1864
541.935 4256.415 78.68802 2.926394 0.1289861 31.65769 155.6555
547.875 4256.415 79.28022 0.2457007 0.3366147 32.04144 90.97756
554.355 4256.415 78.33924 1.450362 0.122609 31.91446 112.9551
560.835 4256.415 78.53093 2.379327 0.09359639 31.17468 229.1363
567.315 4256.415 74.98209 9.395259 0.08137281 28.83508 556.8021
573.795 4256.415 75.89141 20.71601 0.08 28.14589 591.3249
580.275 4256.415 75.16452 10.91908 0.08153748 27.58724 779.4487
586.755 4256.415 79.58524 7.810287 0.1432316 28.90862 545.5141
593.235 4256.415 78.80811 14.19539 0.09761493 30.02431 399.9691
599.715 4256.415 78.69314 6.722463 0.1016414 29.87881 430.1878
456.075 4255.875 79.69527 9.644574 0.1393634 32.41916 41.11956
462.555 4255.875 78.30629 5.527397 0.09690648 31.53732 174.4194
496.035 4255.875 78.89336 0.3935844 0.1311758 32.62144 1.346631
518.715 4255.875 79.57181 0.6636719 0.2002533 32.49249 21.35016
525.195 4255.875 78.61119 2.884911 0.1278256 31.86704 122.6131
531.675 4255.875 80.06233 10.78375 0.1542112 30.92221 229.8975
538.155 4255.875 79.52497 0.9181491 0.1893641 31.6032 159.5249
544.635 4255.875 78.16148 3.698421 0.1254786 31.85163 127.0653
551.115 4255.875 78.118 0.4963812 0.1279821 31.96423 101.7004
557.055 4255.875 78.05471 0.9208073 0.1171308 31.65546 147.9775
563.535 4255.875 75.26386 13.45628 0.08 30.58129 309.444
570.015 4255.875 78.34653 8.427527 0.09099073 29.84385 399.0529
576.495 4255.875 79.54121 8.69059 0.162492 28.47937 649.1573
582.975 4255.875 74.661 9.579737 0.08 27.63183 775.153
589.455 4255.875 78.4715 36.51019 0.08 27.58286 677.9891
595.935 4255.875 75.06644 12.43452 0.08 29.29708 489.9749
602.415 4255.875 75.99614 21.79392 0.08 29.82144 418.8343
459.315 4255.335 75.14334 6.162493 0.08701288 30.56927 326.2223
465.255 4255.335 78.41556 0.9881741 0.1261554 32.61551 1.713164
516.555 4255.335 77.32847 1.297103 0.1311758 32.59054 8.774826
523.035 4255.335 78.12938 0.9761397 0.1158351 32.1811 69.50204
529.515 4255.335 73.9712 6.176584 0.08 29.23606 525.7052
535.995 4255.335 79.7049 1.255447 0.1634317 31.49065 175.6317
542.475 4255.335 79.41193 0.9141312 0.2199285 31.84879 122.4275
548.955 4255.335 79.90352 0.7280133 0.1519702 31.92312 107.1874
555.435 4255.335 77.9525 0.9502214 0.1392747 31.81518 125.042
561.375 4255.335 79.4777 7.723491 0.2202776 31.01488 225.8759
567.855 4255.335 76.4516 9.517291 0.08521169 29.40854 474.9973
574.335 4255.335 75.33614 16.1558 0.08 29.7537 401.9842
580.815 4255.335 74.78021 6.920938 0.08 26.70319 902.1549
587.295 4255.335 78.74675 13.13296 0.1236116 27.28702 767.5599
593.775 4255.335 75.46902 15.43421 0.08 29.09597 477.4543
600.255 4255.335 74.06069 7.155543 0.08 30.31864 331.7957
457.155 4254.795 75.05468 2.087739 0.0875666 32.3764 43.04606
463.635 4254.795 75.32443 16.29254 0.08 31.59341 132.0399
513.855 4254.795 78.85409 1.09634 0.1311758 32.62257 3.421758
520.875 4254.795 79.54872 0.8118221 0.2031127 32.39247 36.7505
527.355 4254.795 74.67612 3.86365 0.08 30.19094 376.9291
533.835 4254.795 78.11111 1.628209 0.1029789 31.19814 216.3496
540.315 4254.795 79.6561 0.3620368 0.1727646 31.73912 137.0859
546.795 4254.795 79.26903 0.182833 0.3115138 31.91238 110.6969
553.275 4254.795 79.85423 0.4314703 0.1544229 31.86889 116.2968
559.755 4254.795 78.43474 2.643975 0.1174522 31.17662 218.4978
566.235 4254.795 79.25137 8.785528 0.1498172 30.07118 382.8678
572.175 4254.795 81.82242 34.76866 0.2380521 29.24999 382.8734
578.655 4254.795 75.11434 9.050126 0.08 26.05002 980.1298
585.135 4254.795 78.49701 10.40035 0.1035248 27.55919 754.0492
591.615 4254.795 77.743 30.89958 0.08 27.98384 553.9261
598.095 4254.795 75.5601 15.48053 0.08 28.9047 504.4846
604.575 4254.795 74.74462 12.04448 0.08 29.65849 440.8335
462.015 4254.255 74.51874 7.308051 0.08 31.6388 160.5305
479.295 4254.255 78.17378 4.422182 0.1073874 32.59847 8.866011
516.555 4254.255 78.66174 0.1366649 0.1311758 32.5737 9.257322
522.495 4254.255 79.73761 0.9171525 0.1712177 32.2519 58.28865
528.975 4254.255 76.9909 23.40457 0.08170157 30.07201 363.0465
535.455 4254.255 79.46916 2.186171 0.1944575 31.3342 194.7677
541.935 4254.255 78.5587 0.2079621 0.1237733 31.74993 135.5646
548.415 4254.255 77.26981 0.7664993 0.1316562 31.86872 117.1984
554.895 4254.255 76.4203 0.8189297 0.1205845 31.76901 130.7263
561.375 4254.255 80.0855 17.30712 0.223831 30.7542 261.7409
567.855 4254.255 78.77092 15.48007 0.09242612 28.66825 542.4577
573.795 4254.255 74.63728 5.958908 0.08 28.44094 637.2279
580.275 4254.255 75.58199 15.63513 0.08 25.70666 1001.637
586.755 4254.255 78.74085 17.2097 0.1179224 26.91175 846.7693
593.235 4254.255 79.4386 20.1347 0.09334285 26.6455 817.7379
599.715 4254.255 74.9715 14.41985 0.08 28.38775 593.2394
457.695 4253.715 79.41748 0.2006493 0.2527343 32.60397 3.860957
464.175 4253.715 79.90186 1.67014 0.1591287 32.60758 6.670373
512.235 4253.715 78.62848 0.4337751 0.1311758 32.52734 15.10911
518.715 4253.715 80.00643 0.5733916 0.1490743 32.46466 24.27556
524.655 4253.715 75.99751 13.73215 0.08 31.27229 152.8762
531.135 4253.715 76.08831 20.10661 0.08 28.97168 532.3461
537.615 4253.715 74.80589 1.307286 0.1066673 31.51946 168.9708
544.095 4253.715 78.28452 1.206927 0.1311758 31.82248 122.0913
550.575 4253.715 79.63323 0.6823052 0.1770104 31.81721 123.6607
557.055 4253.715 79.84279 1.322341 0.1532503 31.59551 158.6622
563.535 4253.715 75.68561 9.693596 0.08281556 30.33866 325.3251
570.015 4253.715 78.37772 3.156038 0.1222291 28.88778 570.1158
576.495 4253.715 80.13647 17.86768 0.1602036 27.52396 759.5515
582.435 4253.715 74.5057 4.980806 0.08 26.65396 904.7026
588.915 4253.715 82.65866 43.00438 0.2130527 27.45082 576.4671
595.395 4253.715 77.48016 31.24472 0.08 27.74871 631.9019
601.875 4253.715 75.13062 17.73955 0.08 28.42882 561.0225
459.855 4253.175 75.61851 8.52774 0.09033431 31.06647 210.1514
473.895 4253.175 77.8932 3.55176 0.1041052 32.57658 6.607135
514.395 4253.175 79.39853 0.1978181 0.1311758 32.576 8.471053
520.875 4253.175 76.9172 0.602589 0.1238094 32.29517 50.30595
527.355 4253.175 75.41075 10.5111 0.08 30.59773 306.0002
533.295 4253.175 76.53151 20.10972 0.08 29.77171 344.5963
539.775 4253.175 79.31686 0.6939874 0.2491306 31.64684 150.1969
546.255 4253.175 79.2749 1.354881 0.3058449 31.8015 124.4071
552.735 4253.175 78.46566 1.48112 0.1207713 31.67735 142.9824
559.215 4253.175 76.99682 9.056385 0.08620839 30.5978 297.8786
565.695 4253.175 74.68623 10.12429 0.08 29.28328 525.1903
572.175 4253.175 75.19289 16.5141 0.08013669 29.71431 413.5558
578.655 4253.175 74.60183 5.698034 0.08 26.05737 993.1549
584.595 4253.175 74.91324 7.784973 0.08 26.29473 948.2764
591.075 4253.175 79.02886 16.53978 0.1015625 26.22293 909.5255
597.555 4253.175 76.65328 23.27816 0.08 26.50097 830.3336
604.035 4253.175 75.25779 10.65599 0.08 27.48315 776.7333
462.015 4252.635 75.80101 17.68007 0.08 30.81929 220.527
475.515 4252.635 78.29079 4.551157 0.1122538 32.4129 19.83524
511.155 4252.635 79.65862 0.6770994 0.1878239 32.60406 2.948683
517.635 4252.635 78.04887 7.423782 0.1028468 32.13239 51.27667
524.115 4252.635 79.1867 19.69195 0.1020694 30.78815 197.1121
530.055 4252.635 74.47155 5.040882 0.08 28.36834 651.6514
536.535 4252.635 81.09599 26.3657 0.1509837 29.74399 339.9234
543.015 4252.635 78.67845 1.178257 0.1261429 31.74029 136.906
549.495 4252.635 78.67247 1.011274 0.1121497 31.70335 140.3843
555.975 4252.635 78.44485 1.353529 0.1220016 31.49559 171.5036
562.455 4252.635 79.00099 10.81235 0.1110863 30.0883 362.5109
568.935 4252.635 74.42407 3.872546 0.08 28.90573 569.1202
575.415 4252.635 78.26089 8.775891 0.1102805 27.69395 770.0978
581.895 4252.635 74.75308 4.512792 0.08 26.79357 884.9979
587.835 4252.635 74.39581 3.87166 0.08 25.65813 1070.547
594.315 4252.635 76.82321 26.25494 0.08 25.25986 1052.813
600.795 4252.635 75.70448 17.07228 0.08 26.8597 821.3077
458.235 4252.095 79.1833 4.595115 0.1313351 31.64894 137.5171
464.715 4252.095 78.34307 7.237153 0.09759363 32.29041 31.41273
480.915 4252.095 78.6503 3.023258 0.1311758 32.52994 12.45618
514.935 4252.095 78.63247 5.924269 0.1268854 32.10928 67.7644
521.415 4252.095 79.53011 2.623101 0.2026831 32.09201 80.05016
527.895 4252.095 75.12365 13.95984 0.08 28.75597 563.486
533.835 4252.095 75.79646 18.1029 0.08 27.39411 725.2881
540.315 4252.095 78.11071 5.125882 0.1138981 31.40778 172.4465
546.795 4252.095 77.38047 0.8843398 0.1255073 31.76488 134.022
553.275 4252.095 79.27464 3.068183 0.3065401 31.6046 154.6982
559.755 4252.095 76.38969 12.37173 0.08646836 30.40268 322.841
566.235 4252.095 77.53129 31.59776 0.08 29.02955 476.4463
572.715 4252.095 74.35043 7.098284 0.08 28.00185 689.9147
579.195 4252.095 78.89515 14.70875 0.0983432 25.03819 1143.074
585.675 4252.095 75.14715 14.04875 0.08 25.18714 1113.16
591.615 4252.095 75.49158 15.44407 0.08 24.43478 1191.42
598.095 4252.095 75.33785 15.39258 0.08 25.64019 1011.744
604.575 4252.095 75.50067 15.75735 0.08 26.45151 883.8085
461.475 4251.555 79.82362 6.688093 0.1450987 31.22302 214.3316
472.815 4251.555 75.78911 13.38651 0.08787618 32.37299 34.90483
501.975 4251.555 79.97926 0.6081671 0.1519702 32.62221 2.80758
511.155 4251.555 74.8 7.54043 0.08 32.00259 72.08781
517.635 4251.555 75.80276 14.21002 0.08 30.66091 255.3825
523.575 4251.555 76.64496 23.93081 0.08 29.45512 393.5314
530.055 4251.555 75.72828 21.57012 0.08 28.23998 622.2269
536.535 4251.555 75.82529 19.09265 0.08 28.73418 552.7828
543.015 4251.555 77.69554 10.13315 0.09699012 31.43844 191.933
549.495 4251.555 74.66295 9.205914 0.08 31.1097 210.4702
555.975 4251.555 79.62905 7.513111 0.1857844 31.05015 229.3564
562.455 4251.555 75.77997 19.37307 0.08 28.27534 572.6863
568.935 4251.555 78.43021 3.243249 0.09279732 28.66988 603.3074
575.415 4251.555 74.95703 5.449355 0.08385755 28.08737 703.135
581.355 4251.555 74.23152 3.028551 0.08 26.96 864.574
587.835 4251.555 74.95198 13.7814 0.08 25.76954 1045.562
594.315 4251.555 77.44336 28.29609 0.08 25.2831 1060.926
600.795 4251.555 78.09374 33.64827 0.08 25.92371 925.8055
457.695 4251.015 78.87041 6.966095 0.108736 31.51365 156.2682
464.175 4251.015 76.59106 27.25282 0.08 30.63354 188.342
474.975 4251.015 77.07437 26.45686 0.08 30.88645 211.0908
501.975 4251.015 78.79327 0.4595493 0.1311758 32.55877 10.08994
510.615 4251.015 76.03884 7.065083 0.08084631 31.89351 89.58717
516.555 4251.015 75.82812 7.113802 0.08 30.72553 290.0495
523.035 4251.015 76.26548 21.41915 0.08952117 29.04094 462.6736
529.515 4251.015 75.62769 15.02112 0.08 26.78133 842.5423
535.995 4251.015 74.69955 12.39209 0.08 28.00795 663.4413
542.475 4251.015 78.72541 3.702793 0.1258148 31.37503 200.1072
548.955 4251.015 75.67138 10.6739 0.08 31.0052 238.6059
555.435 4251.015 76.82308 17.41543 0.08579527 30.15866 309.0552
561.915 4251.015 76.45586 24.79907 0.08 28.97997 477.2886
568.395 4251.015 75.2634 9.836843 0.08 28.1643 664.8043
574.335 4251.015 77.77334 3.828149 0.1131233 27.58422 766.2776
580.815 4251.015 79.47581 14.05403 0.2517949 27.48068 782.007
587.295 4251.015 75.79691 18.81802 0.08 26.17667 971.0756
593.775 4251.015 75.69163 17.99685 0.08 24.1392 1258.58
600.255 4251.015 78.4174 37.02922 0.08 24.69964 1109.696
457.155 4250.475 78.69694 9.427703 0.09553731 32.04319 88.46232
463.635 4250.475 75.33605 17.82278 0.08 31.75735 87.57267
473.895 4250.475 74.92559 9.897319 0.08 30.83991 238.2321
500.355 4250.475 78.67604 1.430308 0.1100046 32.52516 12.7116
506.835 4250.475 78.38504 1.070341 0.1189595 32.6098 0.651064
513.315 4250.475 75.12555 11.05206 0.08 31.83786 111.99
519.795 4250.475 74.7239 11.04804 0.08 31.61065 159.6078
526.275 4250.475 77.73531 32.81218 0.08 26.37546 818.403
532.755 4250.475 77.91374 33.9261 0.08 23.34991 1196.25
539.235 4250.475 77.97086 2.729664 0.0977113 31.29012 202.0402
545.715 4250.475 80.11281 7.040496 0.1487319 31.39367 175.4471
552.195 4250.475 75.42169 18.9383 0.08 29.34164 419.292
558.135 4250.475 76.02171 18.59162 0.08 29.17089 490.4938
564.615 4250.475 80.31002 20.59449 0.1945999 29.02882 514.2465
