x y lead slope theta0 tamb elev
554.355 4286.115 79.73667 0.1860813 0.1727646 32.36032 41.32567
560.835 4286.115 79.30181 0.3780722 0.3230336 32.28585 53.24027
567.315 4286.115 75.07614 7.145511 0.08810859 30.50265 325.5609
573.795 4286.115 79.68754 0.6863758 0.1667345 31.60725 157.182
580.275 4286.115 79.75939 0.3777038 0.1641342 31.97342 101.7419
586.755 4286.115 78.15496 11.15266 0.1002307 30.44784 310.8636
592.695 4286.115 78.18936 6.225238 0.09361033 30.5734 311.5731
599.175 4286.115 76.08707 4.357287 0.1166077 28.49123 638.1497
476.055 4285.575 77.92572 1.693653 0.1021989 32.59511 4.253168
482.535 4285.575 78.37043 1.772759 0.0862092 31.25677 214.2885
489.015 4285.575 78.65088 10.98353 0.09974182 31.45849 140.5614
495.495 4285.575 77.06986 9.807317 0.09903586 31.29375 170.414
501.975 4285.575 78.53593 13.48426 0.1192618 31.32705 201.9754
508.455 4285.575 77.09068 28.32455 0.08 26.55278 885.716
514.935 4285.575 80.06751 14.29213 0.1614007 29.944 356.0018
520.875 4285.575 75.44901 5.339306 0.08 30.37111 351.8414
527.355 4285.575 75.26699 13.9282 0.08 31.42118 181.3564
533.835 4285.575 79.7165 1.291099 0.1773511 32.43762 32.2029
540.315 4285.575 79.56444 0.2628497 0.2002533 32.46296 25.97006
546.795 4285.575 78.2746 0.3880933 0.1311758 32.42817 31.73041
553.275 4285.575 78.8849 0.6050947 0.1311758 32.36373 40.17758
559.755 4285.575 77.71198 0.09854288 0.1311758 32.31101 49.25304
566.235 4285.575 78.82664 4.881414 0.1349073 31.4137 186.3341
572.175 4285.575 76.49671 4.7452 0.08526419 31.38236 177.605
578.655 4285.575 77.66598 14.66594 0.1023541 30.96077 192.4382
585.135 4285.575 74.82514 9.485803 0.08 31.24944 219.8368
591.615 4285.575 76.11309 4.327484 0.1125681 30.33629 342.3788
598.095 4285.575 74.53007 7.155003 0.08 28.30611 650.8604
604.575 4285.575 74.69336 4.733006 0.08 28.9443 552.7354
481.455 4285.035 77.26493 5.99431 0.08785 31.6557 147.5593
487.935 4285.035 74.72117 8.811043 0.08 30.10447 364.1172
494.415 4285.035 75.31604 12.80278 0.08 31.00448 198.8094
500.355 4285.035 77.0199 4.045412 0.09502338 32.37269 35.40268
506.835 4285.035 77.1777 22.58916 0.08 29.39043 481.3122
513.315 4285.035 76.5376 23.69997 0.08 27.28753 729.3218
519.795 4285.035 74.72784 4.343328 0.08364442 30.55319 327.6393
526.275 4285.035 75.09124 9.948767 0.08 31.8372 127.6554
532.755 4285.035 78.50745 4.036785 0.09821334 32.35234 47.06266
539.235 4285.035 78.67869 2.144444 0.09814938 32.32379 42.55587
545.715 4285.035 79.81902 0.3412056 0.1641342 32.43025 30.18105
552.195 4285.035 78.67116 0.4077535 0.1311758 32.37358 40.01269
558.135 4285.035 79.40434 0.9312479 0.2427105 32.30769 47.57161
564.615 4285.035 79.40579 1.148503 0.2354561 32.15843 75.20712
571.095 4285.035 77.71744 9.946553 0.1226301 31.085 211.5846
577.575 4285.035 78.73428 2.373744 0.132068 31.46618 181.428
584.055 4285.035 79.54252 0.184006 0.1949363 32.02605 93.32301
590.535 4285.035 78.60834 4.599031 0.1214715 30.43026 332.7285
597.015 4285.035 74.46177 6.378301 0.08 28.68453 608.4541
603.495 4285.035 78.40885 3.030787 0.09059525 28.80114 582.6293
480.375 4284.495 75.62634 13.38946 0.08 31.24807 172.7642
486.315 4284.495 74.79284 7.605465 0.08 31.63256 163.8571
492.795 4284.495 74.94038 4.714325 0.09835542 31.83808 112.6752
499.275 4284.495 78.33599 0.6135412 0.1311758 32.49469 22.41088
505.755 4284.495 75.27688 9.129683 0.08 30.37359 357.473
512.235 4284.495 79.59969 7.052599 0.1511913 29.00023 542.5674
518.715 4284.495 75.05971 8.240499 0.08 30.13365 394.7158
525.195 4284.495 74.36255 8.204442 0.08 31.84887 130.9087
531.675 4284.495 79.7496 0.3494309 0.1727646 32.4762 23.88013
537.615 4284.495 79.54043 0.8635655 0.2059751 32.45114 27.98146
544.095 4284.495 79.54106 0.9403373 0.205723 32.44601 30.67429
550.575 4284.495 78.06032 0.3735483 0.1311758 32.4018 34.85955
557.055 4284.495 77.74875 1.36671 0.1294673 32.2393 57.64675
563.535 4284.495 79.62095 0.3631967 0.1849286 32.15697 72.28082
570.015 4284.495 75.22034 17.27521 0.08 30.85771 265.649
576.495 4284.495 79.39793 1.89232 0.2146486 31.52622 165.4868
582.975 4284.495 79.91836 0.532723 0.1519702 32.0256 94.50611
589.455 4284.495 75.31692 5.300587 0.08127739 30.82957 278.1919
595.395 4284.495 79.25602 5.089911 0.2276606 29.92048 410.1805
601.875 4284.495 77.9734 3.811705 0.1121944 28.56413 614.8204
478.755 4283.955 75.4495 10.27809 0.08 31.91036 120.4722
485.235 4283.955 79.80383 2.011663 0.1641342 32.24404 60.95531
491.715 4283.955 77.24185 7.92062 0.09586267 31.89653 96.70042
498.195 4283.955 77.84831 1.895022 0.1081321 32.31905 48.78733
504.675 4283.955 79.06795 11.67542 0.1446843 31.42418 193.4248
511.155 4283.955 75.5458 21.43777 0.08 27.48402 750.1533
517.635 4283.955 78.63405 4.443812 0.1180381 29.86275 416.759
523.575 4283.955 76.05085 8.340811 0.08528938 31.12771 224.0533
530.055 4283.955 79.66317 0.217423 0.1849286 32.46566 25.68643
536.535 4283.955 79.98649 2.000583 0.1519702 32.47169 27.01756
543.015 4283.955 79.56733 0.5018044 0.2002533 32.45975 27.57744
549.495 4283.955 79.18993 0.07600702 0.1311758 32.39871 35.66941
555.975 4283.955 75.8645 1.454537 0.1174658 32.19093 64.1018
562.455 4283.955 77.89714 0.7276498 0.1311758 32.19219 65.94778
568.935 4283.955 74.98153 10.37693 0.08 30.65552 313.9624
575.415 4283.955 79.83952 2.838382 0.1534774 31.43638 175.9114
581.355 4283.955 79.91389 0.2184592 0.1519702 32.01555 95.10461
587.835 4283.955 78.65744 3.500706 0.1310641 30.93351 267.7783
594.315 4283.955 78.36151 11.04846 0.1108529 29.71575 452.1524
600.795 4283.955 74.58848 8.725358 0.08 28.41782 656.5756
476.595 4283.415 79.4712 1.563393 0.2329971 32.61402 3.190589
483.075 4283.415 79.97712 2.296066 0.146768 32.3102 54.23197
489.555 4283.415 74.41971 8.892322 0.08 30.81221 281.9019
496.035 4283.415 79.75006 1.522779 0.1679794 32.10749 83.98876
501.975 4283.415 79.77633 1.004172 0.1670193 32.28539 53.50961
508.455 4283.415 75.31158 8.938517 0.08 27.6537 771.6811
514.935 4283.415 75.16039 17.05694 0.08 28.12068 614.5079
521.415 4283.415 78.79719 9.830739 0.1021151 31.45119 168.162
527.895 4283.415 78.23612 5.236784 0.09413495 32.24804 53.04054
534.375 4283.415 79.97181 0.7399033 0.1519702 32.47366 26.02897
540.855 4283.415 79.509 0.2638134 0.2143535 32.45285 26.95388
547.335 4283.415 78.4763 0.4650039 0.1311758 32.41503 32.93135
553.815 4283.415 77.93294 3.504585 0.09858073 32.18912 62.88115
559.755 4283.415 79.61703 1.999551 0.1863589 32.13198 71.53036
566.235 4283.415 74.78456 4.205191 0.08 31.62908 161.9758
572.715 4283.415 78.13035 4.341961 0.1247173 29.84391 427.1828
579.195 4283.415 75.48769 3.302917 0.08 31.09438 237.4666
585.675 4283.415 75.16642 11.02734 0.08 31.66047 151.2845
592.155 4283.415 79.71413 9.326425 0.1760075 30.513 303.7462
598.635 4283.415 76.34804 5.464112 0.08719306 27.62507 752.9005
605.115 4283.415 79.46568 3.484885 0.139929 28.62216 609.0713
480.915 4282.875 76.36657 22.35712 0.08 30.3334 310.1733
486.855 4282.875 75.81065 14.15141 0.08 31.34915 183.3792
493.335 4282.875 76.18204 6.292724 0.08646956 31.94473 113.5121
499.815 4282.875 79.57441 0.2988404 0.2002533 32.51038 18.57151
506.295 4282.875 74.93907 12.06309 0.08 30.00075 355.8165
512.775 4282.875 74.58223 5.159111 0.08 27.73946 753.5179
519.255 4282.875 80.0285 5.74047 0.151266 30.855 260.9848
525.735 4282.875 75.43382 5.876045 0.08591307 31.56745 150.9494
532.215 4282.875 79.3279 0.2676059 0.34 32.48195 22.56492
538.695 4282.875 79.32209 0.1755293 0.34 32.47145 25.00502
544.635 4282.875 79.69379 0.5004981 0.1794589 32.43645 29.14499
551.115 4282.875 77.55364 2.240428 0.103295 32.23099 57.05057
557.595 4282.875 78.39488 4.689841 0.0926614 31.72957 129.8415
564.075 4282.875 78.35167 0.8156983 0.1311758 32.09407 82.83306
570.555 4282.875 78.10759 2.985311 0.090481 31.02034 253.8946
577.035 4282.875 78.86939 9.247217 0.1053466 31.0029 221.9776
583.515 4282.875 78.93549 0.4773147 0.1311758 32.06132 88.86069
589.995 4282.875 78.07185 6.837212 0.114542 31.32334 205.7545
596.475 4282.875 78.34088 6.202275 0.1288734 29.28585 500.2928
602.415 4282.875 78.27407 6.496183 0.1204111 28.31296 644.1533
478.215 4282.335 78.86213 15.90314 0.09070094 31.53284 112.0614
484.695 4282.335 79.56648 8.48613 0.2593098 32.20304 38.70331
491.175 4282.335 79.5575 1.67158 0.1467644 32.22594 65.38797
497.655 4282.335 78.67874 12.07331 0.1205354 31.97659 86.0565
504.135 4282.335 76.24139 23.12383 0.08 30.29178 266.4727
510.615 4282.335 79.05869 0.2391634 0.2168624 28.54657 628.324
517.095 4282.335 75.61527 12.93225 0.08 29.4388 498.4377
523.035 4282.335 75.07768 7.514215 0.08239663 31.32015 200.9381
529.515 4282.335 79.45395 0.4868027 0.2311419 32.49661 21.69141
535.995 4282.335 79.56751 0.4705657 0.2002533 32.48006 22.1707
542.475 4282.335 79.32335 0.1909214 0.34 32.45293 27.53523
548.955 4282.335 79.52202 0.2268668 0.2103475 32.41341 33.04484
555.435 4282.335 79.5564 4.959157 0.2018148 31.89087 104.1748
561.915 4282.335 79.84756 2.642707 0.1574821 32.01513 87.51944
568.395 4282.335 74.70083 5.404596 0.08 31.30602 212.3767
574.875 4282.335 76.14096 24.55374 0.08 28.04306 605.8699
580.815 4282.335 76.05016 4.456253 0.115594 31.32649 187.5385
587.295 4282.335 74.35738 8.163767 0.0801976 32.0251 103.6654
593.775 4282.335 76.3477 9.759231 0.08316739 29.52728 446.394
600.255 4282.335 74.82226 13.3015 0.08 28.62151 624.2032
477.135 4281.795 79.63998 6.061829 0.2081243 32.48745 22.50769
483.615 4281.795 78.08362 5.225267 0.1124573 31.96261 86.74761
490.095 4281.795 78.59957 13.22569 0.1101761 31.83949 124.4609
496.575 4281.795 76.22424 10.44539 0.08376795 31.98853 59.22534
503.055 4281.795 78.01751 1.519015 0.1325362 32.45563 30.34946
508.995 4281.795 75.27411 15.28813 0.08 27.70835 757.0535
515.475 4281.795 74.50259 7.927914 0.08 28.60488 599.4949
521.955 4281.795 79.44349 6.407677 0.2517344 31.73575 143.3144
528.435 4281.795 79.42062 0.08627897 0.242583 32.47547 24.04498
534.915 4281.795 79.46797 0.1570002 0.2252406 32.48047 22.90071
541.395 4281.795 79.7503 0.3279664 0.1727646 32.46153 25.82086
547.875 4281.795 78.84162 0.5601177 0.1311758 32.41078 32.97006
554.355 4281.795 77.88669 0.6195461 0.1179155 31.93084 106.401
560.835 4281.795 78.86354 4.44274 0.136046 31.58431 147.9877
566.775 4281.795 79.28298 1.377892 0.2886506 31.84875 119.2228
573.255 4281.795 75.13075 13.35865 0.08 29.58893 451.6477
579.735 4281.795 74.80536 10.60738 0.08 30.74119 293.2086
586.215 4281.795 79.32693 0.5603895 0.271079 32.08951 83.86188
592.695 4281.795 80.15591 16.81088 0.1852553 30.46292 329.3386
599.175 4281.795 75.77428 14.55428 0.08 28.76859 597.5112
475.515 4281.255 79.65228 0.4637872 0.1895531 32.61828 0.9290016
481.995 4281.255 74.14273 3.805592 0.08 30.79281 278.538
487.935 4281.255 79.45533 1.186387 0.230757 32.46228 26.82628
494.415 4281.255 79.42042 0.8844691 0.2353347 32.30957 51.08155
500.895 4281.255 79.48077 0.8481765 0.2239071 32.5353 14.84457
507.375 4281.255 75.37199 13.35258 0.08 28.86213 574.8572
513.855 4281.255 78.95337 6.16649 0.1382231 30.60783 320.7062
520.335 4281.255 79.92102 12.19845 0.1699189 30.49859 278.7032
526.815 4281.255 74.53134 5.748821 0.08 32.11827 87.41367
533.295 4281.255 79.43562 0.1058433 0.2351479 32.46499 25.40532
539.775 4281.255 79.52431 0.5731042 0.2103475 32.47448 25.26112
545.715 4281.255 78.55165 0.08493105 0.1311758 32.4337 30.66219
552.195 4281.255 78.07054 3.989834 0.0948568 32.25424 65.40453
558.675 4281.255 75.14756 4.947587 0.08 30.3122 341.622
565.155 4281.255 78.70532 2.812739 0.1249231 31.78266 123.1896
571.635 4281.255 76.76203 3.864522 0.09725844 30.91615 259.3846
578.115 4281.255 74.70397 10.92332 0.08 30.4671 294.6484
584.595 4281.255 79.92593 0.3189852 0.1519702 32.0857 84.76093
591.075 4281.255 74.66248 10.0229 0.08 30.94698 269.277
597.555 4281.255 78.88418 15.90385 0.1122796 29.79944 418.3669
603.495 4281.255 78.42671 5.725897 0.09646364 28.13264 688.6613
479.835 4280.715 75.71505 13.37772 0.08 31.83044 128.9023
486.315 4280.715 79.36807 0.808375 0.2828327 32.52348 18.41982
492.795 4280.715 75.06558 10.42142 0.08 31.80009 118.3977
499.275 4280.715 78.44417 0.722618 0.1311758 32.58017 8.371701
505.755 4280.715 75.76355 16.89989 0.08 31.28538 188.057
512.235 4280.715 75.3183 16.31598 0.08 28.86618 580.1719
518.715 4280.715 77.23546 4.474145 0.1237733 30.10114 379.753
525.195 4280.715 77.91666 5.882159 0.1151189 32.16826 54.08199
531.135 4280.715 79.42252 0.2696086 0.2440118 32.47462 23.59376
537.615 4280.715 79.45752 0.2893275 0.2277421 32.46107 25.57125
544.095 4280.715 79.62467 0.227981 0.1895531 32.44366 28.63464
550.575 4280.715 79.49797 0.08914268 0.2143535 32.42048 32.6385
557.055 4280.715 79.2145 5.47404 0.1429591 31.30168 196.5893
563.535 4280.715 78.4337 11.6042 0.08823455 30.77666 244.0847
570.015 4280.715 77.84414 0.9808926 0.1017839 31.35633 193.9951
576.495 4280.715 75.26048 2.166291 0.08520153 29.40298 490.9207
582.435 4280.715 75.13506 12.59993 0.08 31.56532 128.3989
588.915 4280.715 78.35143 3.928965 0.1138569 32.14606 81.95862
595.395 4280.715 78.69461 12.34385 0.0892765 28.9098 522.5014
601.875 4280.715 76.18562 16.27677 0.08 28.56724 551.1419
479.835 4280.175 75.51958 4.480803 0.08403147 31.76208 120.9931
486.315 4280.175 79.3556 0.9801375 0.294802 32.52477 15.50397
492.795 4280.175 74.3286 7.32389 0.08 31.38813 171.271
499.275 4280.175 79.51631 0.401552 0.2161722 32.60255 4.298627
505.755 4280.175 76.3296 18.75454 0.08 31.88773 91.69314
511.695 4280.175 75.14531 18.61344 0.08 29.42928 486.1588
518.175 4280.175 78.48468 7.132774 0.1282515 30.37363 334.2809
524.655 4280.175 79.05099 7.658095 0.138386 31.99265 72.51176
531.135 4280.175 79.4193 0.6459545 0.2453757 32.47119 23.17294
537.615 4280.175 79.4555 0.1985075 0.2300509 32.46474 25.46381
544.095 4280.175 79.58349 0.1815752 0.1970925 32.44645 28.94079
550.575 4280.175 78.33882 0.155435 0.1311758 32.42346 32.33199
557.055 4280.175 76.30343 5.422194 0.08575142 31.25862 206.8265
563.535 4280.175 75.29598 7.566058 0.08 30.39217 318.4411
569.475 4280.175 78.31022 8.061586 0.1123883 31.02634 226.1974
575.955 4280.175 78.44571 8.470819 0.1276341 29.04348 544.497
582.435 4280.175 74.26318 5.871452 0.08 31.96947 111.2897
588.915 4280.175 79.27538 0.08152996 0.1519702 32.11132 79.87185
595.395 4280.175 74.90326 12.45939 0.08 28.91039 552.6418
601.875 4280.175 75.88589 15.89186 0.08 29.52296 477.8319
478.215 4279.635 79.79922 1.030137 0.1697425 32.62698 1.895122
484.695 4279.635 74.872 14.0769 0.08 31.96633 101.7076
491.175 4279.635 78.17756 0.7248336 0.1268203 32.56965 10.80879
497.115 4279.635 78.40718 5.917617 0.09166347 32.22667 69.65501
503.595 4279.635 78.33994 0.3554683 0.1074614 32.5716 9.036081
510.075 4279.635 74.8236 5.543307 0.08 29.22227 524.1786
516.555 4279.635 76.02026 14.68135 0.08 30.7771 288.9956
523.035 4279.635 75.93639 18.82972 0.08 31.47777 156.9963
529.515 4279.635 79.41982 0.5771313 0.2433059 32.46718 24.20686
535.995 4279.635 79.46157 0.236896 0.2265174 32.46775 24.77413
542.475 4279.635 79.65816 0.1018609 0.1849286 32.44073 29.40033
548.955 4279.635 78.43041 0.353333 0.1311758 32.42287 32.47467
554.895 4279.635 79.53645 2.270929 0.199556 32.03668 92.73245
561.375 4279.635 74.46941 8.328615 0.08 30.02184 371.9616
567.855 4279.635 79.00352 5.877383 0.1381141 31.1265 214.2068
574.335 4279.635 74.55687 8.829511 0.08 30.1901 385.0038
580.815 4279.635 74.9887 9.554918 0.08 31.52926 151.8058
587.295 4279.635 78.41813 0.414773 0.1311758 32.1059 79.87477
593.775 4279.635 75.03038 5.306287 0.08 29.93203 423.752
600.255 4279.635 74.8941 13.36908 0.08 30.35576 350.7901
456.615 4279.095 78.29094 3.31334 0.08954027 32.57206 3.276091
480.915 4279.095 76.11273 11.47249 0.08584655 31.91825 95.20398
487.395 4279.095 79.35581 0.3017076 0.2978806 32.55486 11.23532
493.875 4279.095 75.85999 5.954214 0.08 32.42761 37.68112
500.355 4279.095 77.82579 0.6743391 0.1311758 32.59879 6.57983
506.835 4279.095 74.97036 13.91191 0.08 31.95858 103.3194
513.315 4279.095 75.30639 14.94577 0.08 31.33252 193.3626
519.795 4279.095 77.21529 10.06804 0.08960043 31.15588 233.5882
526.275 4279.095 79.33568 0.3396401 0.34 32.50269 19.80075
532.215 4279.095 79.31319 0.7501726 0.34 32.40816 32.50615
538.695 4279.095 79.38718 0.2009901 0.2607004 32.45673 26.5979
545.175 4279.095 79.39779 0.1987888 0.2524673 32.43155 31.20896
551.655 4279.095 78.35673 0.5269917 0.1311758 32.42535 30.99889
558.135 4279.095 74.33626 6.133811 0.08 30.62904 308.5847
564.615 4279.095 75.68611 14.16229 0.08097546 28.76698 532.9875
571.095 4279.095 79.33125 1.878544 0.2191837 31.11161 230.5697
577.575 4279.095 74.12164 3.274572 0.08 28.70962 596.3154
584.055 4279.095 78.99082 0.494995 0.1311758 32.11044 80.39981
589.995 4279.095 79.66351 0.07286422 0.1785713 32.13253 76.95056
596.475 4279.095 75.25014 15.41172 0.08 30.78412 288.1732
602.955 4279.095 75.54408 18.80897 0.08 27.02922 792.8082
477.135 4278.555 74.41069 3.448126 0.08 32.25972 59.56889
483.615 4278.555 79.9788 1.892398 0.1491543 32.2189 58.43548
490.095 4278.555 79.44376 0.3902612 0.2410826 32.60945 2.779328
496.575 4278.555 75.7395 4.179652 0.0821998 32.56543 11.06712
503.055 4278.555 77.36684 0.6808373 0.1311758 32.56389 9.442985
509.535 4278.555 76.28999 18.70762 0.08 30.44524 326.2625
515.475 4278.555 74.84297 13.21811 0.08 31.25318 180.7575
521.955 4278.555 74.07269 1.235017 0.08 31.52254 170.8131
528.435 4278.555 79.58023 2.702291 0.2002533 32.39626 31.12181
534.915 4278.555 79.32572 0.8524603 0.34 32.44432 26.82191
541.395 4278.555 79.57008 0.2206692 0.2002533 32.45117 27.24342
547.875 4278.555 79.66019 0.1342475 0.1849286 32.43777 29.76266
554.355 4278.555 79.50338 1.140092 0.209549 32.2452 61.65933
560.835 4278.555 74.22044 9.615318 0.08 30.04243 407.6022
566.775 4278.555 76.89699 23.83609 0.08 28.71566 501.125
573.255 4278.555 75.089 13.92632 0.08 30.32973 327.1468
579.735 4278.555 78.786 3.816332 0.1042654 31.36611 200.3237
586.215 4278.555 78.81207 0.1129947 0.1311758 32.12299 78.45531
592.695 4278.555 75.50647 11.32292 0.08 31.44944 162.0791
599.175 4278.555 74.65481 7.301751 0.08049756 30.99024 261.7167
456.075 4278.015 74.15589 6.452171 0.08 31.73849 142.583
479.835 4278.015 75.55546 10.95298 0.08 31.83209 111.4784
486.315 4278.015 79.8814 0.6868769 0.1498559 32.61058 4.803175
492.255 4278.015 77.95811 2.450361 0.1096446 32.60697 8.844564
498.735 4278.015 77.33115 0.2208332 0.1311758 32.59175 6.415432
505.215 4278.015 79.37195 0.3184367 0.2816942 32.55405 11.75878
511.695 4278.015 79.77275 11.32319 0.2019444 31.29138 189.0366
518.175 4278.015 77.04911 4.037412 0.08947215 31.52838 174.536
524.655 4278.015 79.43278 0.2750048 0.2385639 32.50294 20.4149
531.135 4278.015 79.6858 0.7713411 0.1794589 32.34453 42.23738
537.615 4278.015 79.32642 0.2415454 0.3173125 32.46934 25.28744
544.095 4278.015 79.33146 0.7112637 0.3162013 32.4273 30.06438
550.035 4278.015 79.95639 0.02910525 0.1519702 32.41783 32.88326
556.515 4278.015 74.25776 7.891703 0.08 31.69595 153.3461
562.995 4278.015 74.98202 10.83718 0.08 28.74516 602.4315
569.475 4278.015 79.0498 7.220764 0.1477044 30.55313 302.5407
575.955 4278.015 78.55824 13.5431 0.1218053 30.41941 341.3391
582.435 4278.015 78.14711 0.2623294 0.1311758 32.12225 78.75776
588.915 4278.015 77.84224 0.2939616 0.1311758 32.13027 76.49033
595.395 4278.015 74.78464 4.307991 0.08 31.52716 177.7577
601.875 4278.015 75.35072 15.26384 0.08 29.83076 435.0594
458.235 4277.475 78.04723 10.86766 0.1075862 32.17472 75.40814
481.995 4277.475 78.41278 4.10044 0.118196 32.26656 44.1059
488.475 4277.475 79.97804 0.3920374 0.1519702 32.60995 3.361417
494.955 4277.475 74.74716 9.009109 0.0810592 32.53062 20.64208
501.435 4277.475 79.60317 0.1870046 0.1970925 32.58598 6.587583
507.915 4277.475 79.55899 1.475801 0.2068339 32.57455 10.53853
514.395 4277.475 79.4323 1.674583 0.2414173 32.42372 35.59701
520.875 4277.475 76.36908 22.26341 0.08 31.35461 77.42237
527.355 4277.475 79.97308 0.6610368 0.1512333 32.42133 31.24657
533.295 4277.475 79.31675 0.4746317 0.3115138 32.34312 43.27776
539.775 4277.475 79.51295 0.138689 0.2124173 32.45774 26.87526
546.255 4277.475 79.82129 0.5866985 0.1641342 32.44616 29.59247
552.735 4277.475 79.4217 0.3464159 0.2403034 32.40587 34.53888
559.215 4277.475 75.32102 5.803396 0.08 30.78852 292.8047
565.695 4277.475 78.24389 11.13932 0.112538 27.57392 734.1663
572.175 4277.475 77.92636 1.930272 0.1247427 31.0379 244.3118
578.655 4277.475 76.79908 25.0487 0.08 28.81072 487.7601
584.595 4277.475 79.65668 0.3863825 0.1794589 32.15156 74.56671
591.075 4277.475 79.66115 0 0.1794589 32.15076 74
597.555 4277.475 77.70808 2.115826 0.1049189 31.30381 208.716
604.035 4277.475 76.15329 24.18271 0.08 28.43607 598.4417
478.755 4276.935 76.23983 16.09281 0.08 32.02924 87.79953
485.235 4276.935 75.89691 11.98393 0.08 32.33704 42.02847
491.715 4276.935 78.39917 0.4842638 0.1311758 32.60989 4.505621
498.195 4276.935 79.33934 0.1806144 0.3287195 32.58968 6.432596
504.675 4276.935 79.36423 0.2962213 0.2898238 32.58688 6.192106
510.615 4276.935 78.83353 1.155395 0.1353098 32.53524 17.09798
517.095 4276.935 78.51225 2.965479 0.1311758 31.61727 160.4936
523.575 4276.935 78.32518 5.352421 0.08903284 32.31952 54.92231
530.055 4276.935 78.85004 0.2862839 0.1254325 32.30188 50.07225
536.535 4276.935 79.31919 0.226571 0.34 32.45608 26.91954
543.015 4276.935 79.65562 0.4080742 0.1849286 32.43544 29.35654
549.495 4276.935 78.46205 0.3750369 0.1311758 32.41414 32.83007
555.975 4276.935 77.80025 4.574994 0.09564499 32.03247 99.18237
562.455 4276.935 74.67368 3.397209 0.08088962 28.93334 574.8967
568.395 4276.935 79.20271 21.34526 0.1009852 28.37262 556.9207
574.875 4276.935 74.51419 3.671409 0.08275166 31.07533 245.065
581.355 4276.935 78.6096 0.1274705 0.1311758 32.12201 78.68252
587.835 4276.935 79.46717 0 0.2143535 32.15076 74
594.315 4276.935 79.54334 1.00542 0.19768 32.15034 75.86265
600.795 4276.935 78.42904 4.271289 0.1239653 30.96481 255.0746
457.695 4276.395 80.26169 11.88797 0.1547751 32.02778 45.85419
482.535 4276.395 79.81138 4.34585 0.1710329 32.41014 41.96972
489.015 4276.395 78.15263 0.536563 0.1311758 32.62132 2.85065
494.955 4276.395 77.41324 0.8182117 0.1311758 32.60934 3.896062
501.435 4276.395 78.10524 0.02111002 0.1311758 32.58722 6.802886
507.915 4276.395 79.97227 0.1589004 0.1519702 32.56112 10.54906
514.395 4276.395 78.55873 0.6152474 0.1258409 32.53239 16.58897
520.875 4276.395 75.51426 11.12386 0.08 31.29855 192.9995
527.355 4276.395 79.39418 0.2354971 0.2497131 32.38666 38.24828
533.835 4276.395 79.47805 0.3565121 0.2155721 32.29557 50.97097
540.315 4276.395 79.51417 0.1043751 0.2124173 32.44439 28.74399
546.255 4276.395 79.53103 0.1284694 0.2081243 32.43115 31.16882
552.735 4276.395 78.28659 0.3206111 0.1311758 32.4005 35.22569
559.215 4276.395 74.00151 3.284738 0.08 31.33731 204.4113
565.695 4276.395 75.73329 17.60583 0.08 26.65959 902.5783
572.175 4276.395 74.27934 6.915583 0.08 30.70633 278.5913
578.655 4276.395 75.78371 12.24137 0.08 31.09715 244.0398
585.135 4276.395 79.40429 0 0.2341954 32.15076 74
591.615 4276.395 79.40429 0 0.2341954 32.15076 74
598.095 4276.395 78.36866 5.468636 0.1233108 31.79836 135.4336
604.035 4276.395 79.2898 15.64443 0.0917255 30.60678 311.5211
479.835 4275.855 80.03111 4.551381 0.1485126 32.50298 11.35182
486.315 4275.855 79.03569 0.3737736 0.1311758 32.61554 1.673189
492.795 4275.855 78.80559 7.333491 0.1401616 32.38225 13.52656
499.275 4275.855 79.40337 0.2153538 0.2610978 32.59123 6.019973
505.755 4275.855 79.67415 0.2424083 0.1849286 32.57629 8.807377
512.235 4275.855 78.35159 0.2621883 0.1311758 32.5407 13.69692
518.715 4275.855 78.43129 8.434893 0.09964925 31.66913 120.4485
525.195 4275.855 79.44278 5.73563 0.1423178 32.23111 45.16058
531.135 4275.855 78.07758 0.8772539 0.1201771 32.15656 71.27351
537.615 4275.855 79.41433 1.090107 0.2434734 32.40871 32.78492
544.095 4275.855 79.81497 0.5151705 0.1519702 32.42841 31.52812
550.575 4275.855 79.5022 0.361146 0.2124173 32.40454 34.07994
557.055 4275.855 79.73917 2.715011 0.1674092 31.9032 109.4171
563.535 4275.855 75.18707 10.01521 0.08 29.61786 473.1133
570.015 4275.855 78.2649 6.498047 0.100923 27.87375 738.3742
576.495 4275.855 79.55761 2.075577 0.1823247 31.43989 187.1022
582.975 4275.855 79.542 0 0.1970925 32.15076 74
588.915 4275.855 78.54517 0.1897074 0.1311758 32.15294 74.11496
595.395 4275.855 78.6497 0.6610066 0.1311758 32.12325 79.75796
601.875 4275.855 75.2493 3.148721 0.08382376 31.21878 222.3408
458.775 4275.315 75.51978 8.473323 0.08 32.39139 20.43503
484.155 4275.315 78.75083 3.126665 0.1296225 32.62016 7.326696
490.635 4275.315 79.91489 0.2365678 0.1519702 32.60822 3.139059
497.115 4275.315 77.36603 0.5613927 0.1311758 32.60349 3.856313
503.595 4275.315 77.25029 0.4936889 0.1311758 32.56317 10.12633
509.535 4275.315 78.67946 0.2779452 0.1311758 32.5627 11.25164
516.015 4275.315 75.10569 13.09869 0.08 31.74894 125.7756
522.495 4275.315 75.40693 10.54455 0.08 31.73887 115.9442
528.975 4275.315 76.82082 0.4967159 0.126195 32.25397 57.08905
535.455 4275.315 79.2646 1.175775 0.1426198 32.32196 45.10126
